operation,ID,verdor_id,name,official_name,OFFICIAL_WEBSITE,phone,DISTRICT,address,post_code,h_class,avg_waiting_time,avg_rating,created_at,uppdated_at,latitude,longitude,city,parent_id
√,112,H00003836,,上海市宝山区中心医院,,021 56601100,宝山区,友谊路181号,201900,二级甲等,28,4.02,2013-11-29 下午07:00:14,2013-12-12 上午09:42:36,31.4078613,121.4913271,上海市,
√,113,H00003838,,上海市宝山区精神卫生中心,,021 66782273,宝山区,盘古路323号,201900,二级未评,,0,2013-11-29 下午07:00:14,2013-12-12 上午09:42:34,31.230416,121.473701,上海市,
√,114,H00003839,,上海市宝山区罗店医院,,021 66863080,宝山区,罗店镇罗溪路121号,201908,二级乙等,12,4.86,2013-11-29 下午07:00:15,2013-12-12 上午09:42:37,31.4233434,121.3437747,上海市,
√,115,H00003840,市北医院,上海市闸北区市北医院,,021 36538899,闸北区,共和新路4500号,200435,二级未评,27,3.56,2013-11-29 下午07:00:15,2013-12-12 上午09:42:37,31.318013,121.463216,上海市,
√,117,H00003841,,上海市徐汇区中心医院,,021 31270810,徐汇区,淮海中路966号,200031,二级甲等,20,4.76,2013-11-29 下午07:00:17,2013-12-12 上午09:42:35,31.2157098,121.4567812,上海市,
√,118,H00003842,,上海市徐汇区大华医院,,021 64535555,徐汇区,老沪敏路903号,200237,二级乙等,60,3,2013-11-29 下午07:00:18,2013-12-12 上午09:42:37,31.2841826,121.481108,上海市,
√,128,H00003846,,上海市普陀区中医医院,,021 62602922,普陀区,曹杨路1261号,200062,二级甲等,15,4.75,2013-11-29 下午07:00:22,2013-12-12 上午09:42:37,31.248144,121.408029,上海市,
√,129,H00003847,,上海市普陀区人民医院,,021 32274550,普陀区,江宁路1291号,200060,二级乙等,11,4.29,2013-11-29 下午07:00:22,2013-12-12 上午09:42:37,31.240413,121.447268,上海市,
√,130,H00003848,,上海市普陀区利群医院,,021 52780030,普陀区,桃浦路910号,200333,二级乙等,6,3.62,2013-11-29 下午07:00:23,2013-12-12 上午09:42:37,31.2604704,121.4010757,上海市,
√,132,H00003849,,上海曲阳医院,,021 65558555,虹口区,玉田路333号,200092,二级乙等,30,5,2013-11-29 下午07:00:24,2013-12-12 上午09:42:34,31.278948,121.495485,上海市,
√,134,H00003850,,上海市杨浦区市东医院,,021 25066666,杨浦区,市光路999号,200438,二级甲等,5,4.67,2013-11-29 下午07:00:24,2013-12-12 上午09:42:35,31.290949,121.49304,上海市,
√,136,H00003853,,上海市杨浦区中心医院(中原分部),,021 65690520,杨浦区,开鲁路500号,200438,二级甲等,,0,2013-11-29 下午07:00:29,2013-12-12 上午09:42:37,31.324802,121.527777,上海市,137
√,138,H00003855,,上海市杨浦区安图医院,,021 55828058,杨浦区,延吉东路200号,200093,二级未评,2,4.5,2013-11-29 下午07:00:29,2013-12-12 上午09:42:37,31.286826,121.539382,上海市,
√,139,H00003856,,上海市杨浦区控江医院,,021 65434597,杨浦区,双阳路480号,200093,二级乙等,,0,2013-11-29 下午07:00:30,2013-12-12 上午09:42:34,31.286201,121.529116,上海市,
√,140,H00003857,,上海市杨浦区精神卫生中心,,021 65691919,杨浦区,周家嘴路4212弄16号,200090,二级未评,,0,2013-11-29 下午07:00:30,2013-12-12 上午09:42:37,31.2835515,121.5504463,上海市,
√,141,H00003858,上海市杨浦区老年医院,上海市第一康复医院(上海市杨浦区老年医院),,021 65432021,杨浦区,杭州路349号,200090,二级未评,10,4.33,2013-11-29 下午07:00:30,2013-12-19 上午03:46:46,31.260995,121.538399,上海市,
√,144,H00003859,上海市松江区中心医院,上海交通大学附属第一人民医院松江分院,,021 67722440,松江区,中山中路746号,201600,二级甲等,53,4.81,2013-11-29 下午07:00:31,2013-12-12 上午09:42:37,31.00747,121.2330528,上海市,
√,145,H00003860,,上海市松江区妇幼保健院,,021 37791266,松江区,乐都路37号,201600,二级未评,15,4.11,2013-11-29 下午07:00:32,2013-12-12 上午09:42:34,31.0148,121.2115407,上海市,
√,146,H00003861,上海市松江区方塔中医医院,上海中医药大学附属曙光医院(松江分院),,021 57833754,松江区,中山东路39号,201600,二级甲等,60,3,2013-11-29 下午07:00:32,2013-12-12 上午09:42:37,31.230416,121.473701,上海市,
√,147,H00003863,,上海市虹口区江湾医院,,021 65422593,虹口区,场中路240号,200434,二级乙等,13,3.79,2013-11-29 下午07:00:33,2013-12-12 上午09:42:37,31.3070545,121.4759525,上海市,
√,148,H00003864,,上海市浦东新区中医医院,,021 58989669,浦东新区,川沙镇绣川路340号,201200,二级甲等,30,3.67,2013-11-29 下午07:00:33,2013-12-12 上午09:42:37,31.230416,121.473701,上海市,
√,149,H00003865,,上海市浦东新区传染病医院,,021 68397900,浦东新区,华夏东路3018弄46号,201201,二级未评,,0,2013-11-29 下午07:00:33,2013-12-12 上午09:42:34,31.1894452,121.6457238,上海市,
√,150,H00003866,,上海市浦东新区妇幼保健院,,021 50306088,浦东新区,川沙镇红枫路599号,201206,二级未评,,0,2013-11-29 下午07:00:34,2013-12-12 上午09:42:37,31.230416,121.473701,上海市,
√,151,H00003867,,上海市浦东新区浦南医院,,021 58892700,浦东新区,浦东南路2400号/临沂路219号,200125,二级未评,21,4.56,2013-11-29 下午07:00:35,2013-12-12 上午09:42:37,31.2085271,121.53188,上海市,
√,153,H00003869,,上海海员医院,,021 65414600,虹口区,东长治路505号,200080,二级甲等,,0,2013-11-29 下午07:00:35,2013-12-12 上午09:42:37,31.250316,121.498256,上海市,
√,41,H00003871,上海瑞金医院(远洋分院),上海交通大学医学院附属瑞金医院(远洋分院),,021 64717398,卢湾区,淮海中路1174号,200031,二级乙等,105,4,2013-11-29 下午06:59:38,2013-12-12 上午09:42:36,31.214563,121.453649,上海市,39
√,42,H00003872,,上海市闵行区中心医院,,021 64923400,闵行区,莘松路170号/沪闵路6258号,201100,二级甲等,35,4.45,2013-11-29 下午06:59:38,2013-12-12 上午09:42:36,31.108553,121.375891,上海市,39
√,70,H00003874,上海第四人民医院,上海市第一人民医院(分院),,021 56663031,虹口区,四川北路1878号,200081,二级甲等,16,4.51,2013-11-29 下午06:59:49,2013-12-19 上午03:46:47,31.2611,121.484158,上海市,69
√,71,H00003875,上海市宝山区吴淞中心医院,上海市第一人民医院(宝山分院),,021 56162417,宝山区,同泰北路101号,200940,二级甲等,21,4.46,2013-11-29 下午06:59:49,2013-12-19 上午03:46:47,31.37895,121.497273,上海市,69
√,154,H00003876,,上海市第七人民医院,,021 58670561,浦东新区,高桥镇大同路358号,200137,二级甲等,35,4.43,2013-11-29 下午07:00:36,2014-1-2 上午06:15:20,31.342196,121.579251,上海市,
√,155,H00003877,,上海市第二人民医院,,021 33760126,黄浦区,多稼路1号,200011,二级甲等,23,4.61,2013-11-29 下午07:00:36,2013-12-19 上午03:46:46,31.210271,121.505565,上海市,
√,156,H00003878,,上海市第八人民医院,,021 34284588,徐汇区,漕宝路9号,200235,二级甲等,13,4.58,2013-11-29 下午07:00:37,2013-12-20 上午09:21:40,31.1604999,121.376242,上海市,
√,157,H00003880,,上海市虹口区精神卫生中心,,021 56662531,虹口区,同心路333,200083,二级未评,,0,2013-11-29 下午07:00:37,2013-12-12 上午09:42:37,31.2679171,121.4752132,上海市,
√,158,H00003882,上海市金山区中心医院,上海市第六人民医院(金山分院),,021 57317312,金山区,朱泾镇健康路147号,201500,二级甲等,10,4,2013-11-29 下午07:00:37,2013-12-12 上午09:42:37,31.230416,121.473701,上海市,
√,160,H00003883,上海市同仁医院,上海交通大学医学院附属同仁医院,,021 62909911,长宁区,仙霞路1111号,200336,二级甲等,48,3.74,2013-11-29 下午07:00:38,2013-12-12 上午09:42:37,31.207857,121.376749,上海市,
√,161,H00003884,,上海市长宁区天山中医医院,,021 62418056,长宁区,娄山关路村868号,200051,二级甲等,20,4.41,2013-11-29 下午07:00:38,2013-12-12 上午09:42:34,31.214905,121.404771,上海市,
√,162,H00003886,,上海市闵行区吴泾医院,,021 64500999,闵行区,剑川路155号,200241,二级乙等,5,4,2013-11-29 下午07:00:39,2013-12-12 上午09:42:37,31.0276615,121.4228521,上海市,
√,163,H00003888,,上海市闸北区中医院,,021 56035568,闸北区,延长中路288号,200072,二级未评,15,3.67,2013-11-29 下午07:00:39,2013-12-12 上午09:42:37,31.270987,121.454773,上海市,
√,164,H00003890,,上海市青浦区中医医院,,021 59733892,青浦区,青安路95号,201700,二级甲等,24,4.76,2013-11-29 下午07:00:39,2013-12-12 上午09:42:37,31.1582411,121.1188253,上海市,
√,165,H00003892,,上海市青浦区朱家角人民医院,,021 59232003,青浦区,朱家角镇北大街29号,201713,二级乙等,240,5,2013-11-29 下午07:00:40,2013-12-12 上午09:42:43,31.230416,121.473701,上海市,
√,166,H00003893,上海市静安区中心医院,复旦大学附属华山医院静安分院,,021 61578000,静安区,西康路259号/常德路370号,200040,二级甲等,7,4.84,2013-11-29 下午07:00:40,2013-12-12 上午09:42:37,31.243904,121.436112,上海市,
√,167,H00003894,,上海市静安区精神卫生中心,,021 62584019,静安区,康定路834号,200040,二级未评,,0,2013-11-29 下午07:00:40,2013-12-12 上午09:42:37,31.2317849,121.4442382,上海市,
√,168,H00003895,,上海市静安区老年医院,,021 62319988,静安区,新闸路1739号/康定路828号,200040,二级乙等,,0,2013-11-29 下午07:00:41,2013-12-12 上午09:42:37,31.2317849,121.4442382,上海市,
√,169,H00003896,,上海市黄浦区中心医院,,021 63212487,黄浦区,四川中路109号,200002,二级甲等,11,4.33,2013-11-29 下午07:00:41,2013-12-12 上午09:42:37,31.224127,121.44119,上海市,
√,170,H00003897,,上海市黄浦区中心医院(中医门诊部),,021 63233066,黄浦区,宁波路109号,200003,二级甲等,,0,2013-11-29 下午07:00:42,2013-12-12 上午09:42:37,31.237245,121.486995,上海市,
√,171,H00003898,,上海市黄浦区中西医结合医院,,021 63774871,黄浦区,黄家路163号,200010,二级甲等,10,4.33,2013-11-29 下午07:00:42,2013-12-12 上午09:42:37,31.216017,121.494599,上海市,
√,172,H00003899,,上海市黄浦区传染病医院,,021 63168211,黄浦区,铁道路135号,200011,二级未评,,0,2013-11-29 下午07:00:42,2013-12-12 上午09:42:34,31.2580464,121.4308682,上海市,
√,173,H00003901,上海市黄浦区精神卫生中心,上海市黄浦区红光心理咨询中心,,021 63277700,黄浦区,北京西路130号,200003,二级未评,15,4.57,2013-11-29 下午07:00:43,2013-12-12 上午09:42:37,31.2233461,121.4420231,上海市,
√,175,H00003902,上海龙华医院(浦东分院),上海中医药大学附属龙华医院(浦东分院),,021 58835753,浦东新区,上南路1000弄上钢二村45号,200126,二级乙等,30,3.34,2013-11-29 下午07:00:43,2013-12-12 上午09:42:37,31.174875,121.494176,上海市,
√,176,H00003903,,上海市建工医院,,021 65366688,虹口区,中山北二路2199号,200083,二级甲等,,0,2013-11-29 下午07:00:44,2013-12-12 上午09:42:37,31.2858308,121.485429,上海市,
√,178,H00003906,,上海市浦东新区人民医院,,021 58981990,浦东新区,川沙镇川环南路490号,201200,二级甲等,16,4.67,2013-11-29 下午07:00:44,2013-12-12 上午09:42:37,31.230416,121.473701,上海市,
√,179,H00003908,,上海电力医院,,021 62512188,闸北区,延安西路937号,200050,二级甲等,13,3.86,2013-11-29 下午07:00:45,2013-12-12 上午09:42:37,31.2027277,121.4073618,上海市,
√,180,H00003910,,上海市宝山区一钢医院,,021 66180318,宝山区,长江路860弄111号,200431,二级乙等,,0,2013-11-29 下午07:00:45,2013-12-19 上午03:46:46,31.3430743,121.6987671,上海市,
√,181,H00003911,,上海航道医院,,021 65460270,虹口区,长阳路265号,200082,二级未评,,0,2013-11-29 下午07:00:45,2013-12-12 上午09:42:34,31.25695,121.511899,上海市,
√,182,H00003912,,上海市邮电医院,,021 54047060,静安区,长乐路666号,200040,二级甲等,30,2.33,2013-11-29 下午07:00:46,2013-12-12 上午09:42:37,31.214852,121.442608,上海市,
√,35,H00003913,上海长征医院闸北分院,上海市闸北区中心医院,,021 56628584,闸北区,中华新路619号(近共和新路),200070,二级甲等,10,3.43,2013-11-29 下午06:59:36,2013-12-12 上午09:42:36,31.253582,121.461717,上海市,34
√,183,H00003914,,上海长航医院,,021 60499500,浦东新区,崂山路243号(近潍坊路),200122,二级乙等,,0,2013-11-29 下午07:00:46,2013-12-20 上午09:28:46,31.227996,121.522556,上海市,
√,65,H00004788,,同济大学附属同济医院分院,,021 65981346,虹口区,赤峰路40-50号,200080,二级未评,17,4.6,2013-11-29 下午06:59:47,2013-12-12 上午09:42:36,31.280679,121.500512,上海市,64
√,186,H00005288,,上海市崇明县第二人民医院,,021 25090020,崇明县,中路223号,202157,二级乙等,29,4.43,2013-11-29 下午07:00:47,2013-12-19 上午03:46:46,31.1835931,121.5565919,上海市,
√,187,H00008354,,上海东方联合医院,,021 38804518,浦东新区,浦东南路551号,200120,二级甲等,16,4.53,2013-11-29 下午07:00:48,2013-12-12 上午09:42:37,31.237773,121.513379,上海市,
√,191,H00008356,,上海市浦东新区公利医院,,021 58858730,浦东新区,苗圃路219号,200135,二级甲等,23,4.33,2013-11-29 下午07:00:49,2013-12-12 上午09:42:37,31.242434,121.547403,上海市,
√,28,H00009337,上海同仁医院,上海交通大学医学院附属仁济医院长宁分院,,021 62524259,长宁区,愚园路786号,200042,二级甲等,15,4.76,2013-11-29 下午06:59:33,2013-12-9 上午11:58:15,31.220587,121.43426,上海市,27
√,30,H00009517,上海市嘉定区中心医院,上海交通大学医学院附属仁济医院嘉定分院,,021 69987589,嘉定区,"城北路1号,博乐南路111号",201800,二级甲等,19,4.66,2013-11-29 下午06:59:34,2013-12-12 上午09:42:42,31.387016,121.240241,上海市,27
√,53,H00019320,,复旦大学附属华山医院宝山分院,,021 56731199,宝山区,长江西路1999号,200431,二级乙等,29,4.8,2013-11-29 下午06:59:43,2013-12-12 上午09:42:36,31.331391,121.441932,上海市,50
√,198,H00023615,,上海市闵行区中医医院,,021 51876888,闵行区,合川路3071号,201100,二级未评,,0,2013-11-29 下午07:00:51,2013-12-12 上午09:42:38,31.166921,121.385891,上海市,
√,199,H00025784,,上海杨思医院,,021 68325999,浦东新区,杨新东路28号,200126,二级未评,23,4.67,2013-11-29 下午07:00:52,2013-12-12 上午09:42:38,31.165159,121.499561,上海市,
√,201,H00025786,,上海市长宁区精神卫生中心,,021 22139500,长宁区,协和路299号,200335,二级未评,0,4,2013-11-29 下午07:00:52,2013-12-12 上午09:42:38,31.213175,121.355169,上海市,
√,202,H00025787,,上海市奉贤区妇幼保健所,,021 57410490,奉贤区,华苑路6号,201400,二级未评,,0,2013-11-29 下午07:00:53,2013-12-12 上午09:42:38,31.270034,121.423596,上海市,
√,203,H00025788,,上海市青浦区精神卫生中心,,021 59207462,青浦区,淀湖路10号,201700,二级未评,,0,2013-11-29 下午07:00:53,2013-12-12 上午09:42:38,31.152903,121.104489,上海市,
√,10,H00025789,上海市闵行区肿瘤医院,复旦大学附属肿瘤医院(闵行分院),,021 64629290,闵行区,瑞丽路106号,200240,二级未评,36,4.51,2013-11-29 下午06:59:27,2013-12-12 上午09:42:35,31.191749,121.454281,上海市,9
√,204,H00025790,,上海市松江区乐都医院,,021 57818041,松江区,乐都路279号,201600,二级未评,,0,2013-11-29 下午07:00:54,2013-12-12 上午09:42:38,31.01359,121.231529,上海市,
√,207,H00025793,,上海市金山区亭林医院,,021 57232481,金山区,亭林镇寺平北路78号,201505,二级乙等,30,4,2013-11-29 下午07:00:55,2013-12-12 上午09:42:38,30.8828536,121.314096,上海市,
√,208,H00025794,,上海市金山区精神卫生中心,,021 57930999,金山区,金石南路1949号,201500,二级未评,7,4.22,2013-11-29 下午07:00:55,2013-12-12 上午09:42:38,30.7217,121.2798465,上海市,
√,209,H00025795,上海市黄浦区肿瘤防治院,上海市黄浦区肿瘤防治院(上海市黄浦区洪山医院),,021 58836188,浦东新区,洪山路160号,200126,二级未评,0,5,2013-11-29 下午07:00:56,2013-12-12 上午09:42:38,31.176608,121.498672,上海市,
√,221,H00025821,,上海市闸北区精神卫生中心,,021 66510223,闸北区,平遥路80号,200436,二级未评,,0,2013-11-29 下午07:01:00,2013-12-12 上午09:42:38,31.289362,121.425829,上海市,
√,222,H00025822,,上海市奉贤区牙病防治所,,021 57422278,奉贤区,川南奉公路9198号,201411,二级未评,,0,2013-11-29 下午07:01:00,2013-12-12 上午09:42:38,31.0262546,121.7770478,上海市,
√,223,H00025824,,上海市徐汇区妇幼保健所,,021 64841238,徐汇区,柳州路118号,200235,二级未评,45,4.1,2013-11-29 下午07:01:00,2013-12-12 上午09:42:38,31.158986,121.427097,上海市,
√,234,H00025832,,民航上海医院,,021 53010724,卢湾区,曲奇路1162号,200020,二级乙等,,0,2013-11-29 下午07:01:04,2013-12-12 上午09:42:38,31.230416,121.473701,上海市,
√,235,H00025837,,上海市浦东新区周浦医院,,021 68135590,浦东新区,周浦镇周园路1500号,200011,二级乙等,5,4.44,2013-11-29 下午07:01:05,2013-12-12 上午09:42:38,31.2035944,121.4849786,上海市,
√,237,H00025839,,上海市崇明县庙镇人民医院,,021 59361644,崇明县,庙镇合作公路66号,202153,二级乙等,10,5,2013-11-29 下午07:01:05,2013-12-12 上午09:42:34,31.2346038,121.6780923,上海市,
√,238,H00025841,,上海沪东造船集团职工医院,,021 58711047,浦东新区,沪东路238号,200129,二级甲等,,0,2013-11-29 下午07:01:06,2013-12-12 上午09:42:38,31.270495,121.580894,上海市,
√,143,H00025842,上海市松江区九亭医院,上海市松江区中心医院(九亭分院),,021 57635959,松江区,九新公路155号,201600,二级未评,10,5,2013-11-29 下午07:00:31,2013-12-12 上午09:42:37,31.0904258,121.3158501,上海市,144
√,239,H00025843,,上海市松江区泗泾医院,,021 57610546,松江区,泗泾镇江川北路108号,201601,二级乙等,,0,2013-11-29 下午07:01:06,2013-12-12 上午09:42:38,31.230416,121.473701,上海市,
√,240,H00028481,,上海市普陀区精神卫生中心,,021 56053041,普陀区,志丹路211号,200061,二级未评,,0,2013-11-29 下午07:01:09,2013-12-12 上午09:42:38,31.267319,121.430014,上海市,
√,60,H00037178,,中国人民解放军第八五医院(分院),,021 81817003,徐汇区,沪闵路9585号,200232,二级甲等,10,4.5,2013-11-29 下午06:59:45,2013-12-19 上午03:46:46,31.1389002,121.4095131,上海市,59
√,384,H00037489,,上海市金山区中西医结合医院,,021 57355599,金山区,枫泾镇白牛路219号,201501,二级未评,15,4.62,2013-11-29 下午07:01:59,2013-12-12 上午09:42:39,30.8917766,121.0226745,上海市,
√,389,H00045462,,上海江南造船集团职工医院,,021 63040047,卢湾区,瞿溪路1069号,200023,二级乙等,,0,2013-11-29 下午07:02:01,2013-12-12 上午09:42:39,31.199691,121.476043,上海市,
√,437,H00066317,,海军上海保障基地医院,,021 65252733,虹口区,水电路652号,200080,二级甲等,,0,2013-11-29 下午07:02:18,2013-12-12 上午09:42:40,31.28287,121.476222,上海市,
√,438,H00066325,,上海市浦东新区肺科医院,,021 58562146,浦东新区,龚路镇北首庙后4号,200120,二级未评,,0,2013-11-29 下午07:02:18,2013-12-12 上午09:42:35,31.267116,121.680454,上海市,
√,439,H00066374,,上海市开元骨科医院,,021 61463333,浦东新区,荷泽路88号,200129,二级甲等,60,5,2013-11-29 下午07:02:19,2013-12-12 上午09:42:40,31.271581,121.591207,上海市,
√,116,H00067166,市北医院(分院),上海市闸北区市北医院(分院),,021 56426340,闸北区,闻喜路1152号,200435,二级未评,10,4,2013-11-29 下午07:00:15,2013-12-12 上午09:42:37,31.307915,121.443663,上海市,115
√,450,H00119914,,上海市浦东新区老年医院,,021 58181219,浦东新区,张家桥路119号,201300,二级未评,,0,2013-11-29 下午07:02:24,2013-12-12 上午09:42:40,31.0360724,121.6908767,上海市,
√,62,H00125457,,中国人民解放军第四五五医院(松江分院),,021 57767928,松江区,松汇西路1200号,201600,二级甲等,7,4.9,2013-11-29 下午06:59:46,2013-12-19 上午03:46:46,31.004754,121.214817,上海市,61
√,471,H00125507,,上海康平医院,,021 65350452,虹口区,通州路35号,200080,二级甲等,10,5,2013-11-29 下午07:02:32,2013-12-12 上午09:42:40,31.254593,121.498741,上海市,
√,174,H00125788,,上海市黄浦区精神卫生中心分中心,,021 63277700,浦东新区,张家浜路39弄5号,200120,二级甲等,,0,2013-11-29 下午07:00:43,2013-12-12 上午09:42:37,31.2164469,121.5209633,上海市,173
√,499,H00126009,,上海庆德医院,,021 66853776,崇明县,长兴乡潘园路3008号,201500,二级未评,,0,2013-11-29 下午07:02:42,2013-12-12 上午09:42:40,31.387709,121.696738,上海市,
√,510,H00126097,,上海计生所医院,,021 64168866,徐汇区,斜土路2120号(东安路口),200030,二级甲等,31,4.53,2013-11-29 下午07:02:45,2013-12-12 上午09:42:41,31.193249,121.450213,上海市,
√,521,H00126261,上海市闵行区妇幼保健院,上海市闵行区中心医院(古美分院),,021 54934001,闵行区,顾戴路805号/七莘路750号银福大厦二楼,201102,二级未评,,0,2013-11-29 下午07:02:49,2013-12-12 上午09:42:41,31.140414,121.393204,上海市,
√,63,H00128167,,上海一〇八医院,,021 62688688,长宁区,哈密路1713号,200051,二级甲等,,0,2013-11-29 下午06:59:46,2013-12-12 上午09:42:36,31.196335,121.367044,上海市,61
√,562,H00128293,,上海中佑肛肠医院,,021 52131616,静安区,陕西北路777号,200041,二级甲等,,0,2013-11-29 下午07:03:04,2013-12-12 上午09:42:41,31.234576,121.449891,上海市,
√,567,H00128557,,上海市沪闵医院,,021 50133893,闵行区,建设路40号,200240,二级未评,5,5,2013-11-29 下午07:03:05,2013-12-12 上午09:42:41,30.998647,121.422792,上海市,
√,634,H00141096,,上海市浦东新区眼病牙病防治所,,021 58016019,浦东新区,文化路222号,201399,二级未评,,0,2013-11-29 下午07:03:29,2013-12-12 上午09:42:42,31.0510298,121.7490373,上海市,
√,598,H00129868,,上海天大医疗美容医院,,021 52416699,长宁区,中山西路339号,200051,二级甲等,,0,2013-11-29 下午07:03:16,2013-12-12 上午09:42:41,31.1967162,121.4158204,上海市,
√,608,H00130495,,上海国正医院,,021 58009999,浦东新区,惠南镇人民西路99号,201311,二级甲等,,0,2013-11-29 下午07:03:20,2013-12-12 上午09:42:41,31.04848,121.752321,上海市,
＋,,,,上海衡山虹妇幼医院,,021 65856516,虹口区,舟山路445号,200082,二级甲等,,,,,,,上海市,
＋,,,上海市宝山区仁和医院,复旦大学附属华山医院(宝山分院),,021 56731199,宝山区,长江西路1999号,200431,二级乙等,,,,,,,上海市,
＋,,,,上海市嘉定区精神卫生中心,,021 59935000,嘉定区,外冈镇望安路701号,201806,二级未评,,,,,,,上海市,
＋,,,,上海市崇明县传染病医院,,021 69623812,崇明县,城桥镇利民路518号,201913,二级未评,,,,,,,上海市,
＋,,,,上海市崇明县第三人民医院,,021 59361194,崇明县,庙镇为民街24号,201913,二级乙等,,,,,,,上海市,
＋,,,,上海市崇明县妇幼保健所,,021 59624442,崇明县,城桥镇江山路616号,201913,二级未评,,,,,,,上海市,
＋,,,,上海市崇明县精神卫生中心,,021 59623917,崇明县,城桥镇三沙洪路19号,201913,二级未评,,,,,,,上海市,
＋,,,,上海市崇明县康乐医院,,021 59373297,崇明县,新河镇永丰村前进516号,202156,二级乙等,,,,,,,上海市,
＋,,,,上海市嘉定区牙病防治所,,021 59992075,嘉定区,塔城路5号,201822,二级未评,,,,,,,上海市,
＋,,,,上海市监狱总医院,,021 35104888-6706,虹口区,长阳路147号,200082,二级乙等,,,,,,,上海市,
＋,,,,上海市金山区妇幼保健所,,021 37330080,金山区,朱泾镇南圩路12号(朱泾万安街南圩路),200540,二级未评,,,,,,,上海市,
＋,,,,上海市金山区牙病防治所,,021 57970215,金山区,石化象州路12号,200540,二级未评,,,,,,,上海市,
＋,,,,上海市静安区妇幼保健所,,021 62302115,静安区,康定路1297号,200041,二级未评,,,,,,,上海市,
＋,,,上海市奉贤海湾医院,上海市奉贤区精神卫生中心,,021 57416409,奉贤区,奉炮公路87号,201418,二级乙等,,,,,,,上海市,
＋,,,,上海市虹口区妇幼保健所,,021 65547060,虹口区,巴林路76号,200437,二级未评,,,,,,,上海市,
＋,,,,上海市虹口区牙病防治所        ,,021 62457670,虹口区,欧阳路571号(近大连西路),200081,二级未评,,,,,,,上海市,
＋,,,,上海市化工职业病防治院,,021 62672200,静安区,成都北路369号,200041,二级未评,,,,,,,上海市,
＋,,,,上海市黄浦区第二精神卫生中心,,021 53010724,黄浦区,瞿溪路1162号,200003,二级未评,,,,,,,上海市,
＋,,,,上海市黄浦区妇幼保健所,,021 63280026,黄浦区,中华路1515号,200003,二级甲等,,,,,,,上海市,
＋,,,黄浦区老年护理医院,上海市黄浦区红十字老年护理医院,,021 23210505,黄浦区,中华路1525号(近复兴东路),200003,二级未评,,,,,,,上海市,
＋,,,,上海市黄浦区牙病防治所,,021 62523909,黄浦区,江西中路136弄2号,200003,二级未评,,,,,,,上海市,
＋,,,,上海市静安区牙病防治所,,021 62607399,静安区,"愚园路505,507号",200041,二级未评,,,,,,,上海市,
＋,,,,上海市闵行区结核病防治院,,021 64360227,闵行区,剑川路159号,200240,二级未评,,,,,,,上海市,
＋,,,,上海市闵行区精神卫生中心,,021 54840696,闵行区,闸航路2500号(近浦江),200240,二级未评,,,,,,,上海市,
＋,,,,上海市闵行区牙病防治所,,021 64066638,闵行区,吴中路829乙,200240,二级未评,,,,,,,上海市,
＋,,,,上海市普陀区妇婴保健院,,021 55970067,普陀区,同普路517号,200333,二级甲等,,,,,,,上海市,
＋,,,,上海市普陀区眼病牙病防治所,,021 62607399,普陀区,长寿路247弄1号3楼,200333,二级未评,,,,,,,上海市,
＋,,,,上海市青浦区妇幼保健所,,021 69733032,青浦区,华科路550弄2号,201799,二级未评,,,,,,,上海市,
＋,,,,上海市松江区精神卫生中心,,021 57846282,松江区,"塔汇路209号,乐都路193号",201617,二级未评,,,,,,,上海市,
＋,,,,上海市徐汇区牙病防治所,,021 64037289,徐汇区,肇嘉浜路685号,200030,二级未评,,,,,,,上海市,
＋,,,,上海市杨浦区妇幼保健院,,021 55212090,杨浦区,长阳路1389弄75号乙,200082,二级未评,,,,,,,上海市,
＋,,,,上海市杨浦区牙病防治所,,021 62607399,杨浦区,平凉路1814号,200090,二级未评,,,,,,,上海市,
＋,,,,上海市闸北区妇幼保健所,,021 56383449,闸北区,共和新路1873弄4号,200070,二级未评,,,,,,,上海市,
＋,,,,上海市闸北区牙病防治所,,021 32532069,闸北区,平型关路15号,200072,二级未评,,,,,,,上海市,
√,86,H00002176,,上海市徐汇区精神卫生中心,,021 64560088,徐汇区,龙华西路249号,200232,一级未评,11,4.13,2013-11-29 下午06:59:55,2013-12-12 上午09:42:36,31.1742622,121.4446439,上海市,
√,119,H00003843,,上海市枫林街道社区卫生服务中心,,021 64399271,徐汇区,双峰路450号,200030,一级未评,15,3.33,2013-11-29 下午07:00:19,2013-12-12 上午09:42:37,31.180121,121.449526,上海市,
√,125,H00003844,,上海市徐汇区斜土街道社区卫生服务中心,,021 64042727,徐汇区,零陵北路2号,200032,一级未评,,0,2013-11-29 下午07:00:21,2013-12-12 上午09:42:34,31.1967107,121.4647608,上海市,
√,52,H00019319,上海市闸北区彭浦永和地段医院,复旦大学附属华山医院永和分院,,021 56505528,宝山区,交城路100号,200070,一级未评,10,4.57,2013-11-29 下午06:59:42,2013-12-12 上午09:42:42,31.293821,121.431685,上海市,50
√,205,H00025791,,上海市金山卫镇社区卫生服务中心,,021 57260137,金山区,金卫镇老卫清路468号,201512,一级未评,,0,2013-11-29 下午07:00:54,2013-12-12 上午09:42:34,31.230416,121.473701,上海市,
√,214,H00025803,,上海市金山区枫泾镇兴塔社区卫生服务中心,,021 57362240,金山区,兴新路838号,200540,一级未评,,0,2013-11-29 下午07:00:57,2013-12-12 上午09:42:38,31.268119,121.468925,上海市,
