id,vendor_id,name,official_name,address,phone,post_code,h_class,avg_waiting_time,avg_rating,created_at,updated_at,latitude,longitude,city,parent_id,website,district,gbi_id,ownership
237,H00025839,,上海市崇明县庙镇人民医院,庙镇合作公路66号,021 59361644,202153,二级乙等,10,5,2013-11-30 03:01:05 +0800,2015-02-17 17:39:13 +0800,31.2346038,121.6780923,上海市,,,崇明县,,
238,G92015443,,上海沪东造船集团职工医院,沪东路238号,021 58711047,200129,二级乙等,,0,2013-11-30 03:01:05 +0800,2015-03-05 16:01:14 +0800,31.270495,121.580894,上海市,,http://www.hdyy95.com/,浦东新区,92015443,0
239,G92046753,920,上海市松江区泗泾医院,泗泾镇江川北路108号,021 57610546,201601,二级乙等,,0,2013-11-30 03:01:06 +0800,2015-03-05 16:01:17 +0800,31.230416,121.473701,上海市,,,松江区,92046753,0
240,G92015493,,上海市普陀区精神卫生中心,志丹路211号,021 56053041,310107,二级甲等,30,3.75,2013-11-30 03:01:08 +0800,2015-03-05 16:01:13 +0800,31.267319,121.430014,上海市,,,普陀区,92015493,0
241,H00037113,859,上海市闸北区宝山街道社区卫生服务中心,天通庵路51号,021 56629856,200071,一级甲等,0,4.33,2013-11-30 03:01:09 +0800,2015-02-17 17:39:14 +0800,31.2571781,121.4689862,上海市,,,闸北区,,
242,H00067067,,上海市闸北区宝山街道社区卫生服务中心分院,宝源路124号,021 56630945,200071,一级甲等,,0,2013-11-30 03:01:09 +0800,2015-02-17 17:39:18 +0800,31.255472,121.47872,上海市,241,,闸北区,,
243,G92015484,,上海市闸北区北站街道社区卫生服务中心,海宁路1020号,021 63060871,200071,一级未评,,0,2013-11-30 03:01:09 +0800,2015-03-05 16:01:24 +0800,31.2458111,121.4748532,上海市,,,闸北区,92015484,0
244,G92062487,,上海市闸北区彭浦镇社区卫生服务中心,灵石路789号,021 56651889,200072,一级未评,30,2.67,2013-11-30 03:01:10 +0800,2015-03-05 16:01:24 +0800,31.2820214,121.4378822,上海市,,http://www.ppzsq.com/,闸北区,92062487,0
245,G92062359,,上海市长宁区江苏街道社区卫生服务中心,武夷路320号,021 62521553,200050,一级甲等,7,4.72,2013-11-30 03:01:10 +0800,2015-03-05 16:01:32 +0800,31.213172,121.4241114,上海市,,,长宁区,92062359,0
246,H00037117,》728,上海市杨浦区五角场社区卫生服务中心,纪念路100号,021 55396269,200433,一级未评,,0,2013-11-30 03:01:10 +0800,2015-02-17 17:39:15 +0800,31.2993269,121.4923593,上海市,,,杨浦区,,
247,G92062435,,上海市虹口区四川北路街道社区卫生服务中心,塘沽路300号,021 51536085,200080,一级未评,10,3.71,2013-11-30 03:01:11 +0800,2015-03-05 16:01:31 +0800,31.2480721,121.4893446,上海市,,,虹口区,92062435,
248,H00120766,,四川北路街道社区卫生服务中心分部,东宝兴路326号,021 63242456,200080,一级甲等,5,5,2013-11-30 03:01:11 +0800,2015-02-17 17:39:18 +0800,31.25843,121.48068,上海市,247,,虹口区,,
249,H00037122,851,上海市临汾社区卫生服务中心,临汾路385号,021 56831110,200435,一级未评,,0,2013-11-30 03:01:11 +0800,2015-02-17 17:39:15 +0800,31.310782,121.458351,上海市,,,闸北区,,
250,H00037123,849,上海市闸北区大宁社区卫生服务中心,广延路101号,021 56339696,200072,一级未评,,0,2013-11-30 03:01:12 +0800,2015-02-17 17:39:15 +0800,31.2734868,121.456765,上海市,,,闸北区,,
251,G92015712,,上海市杨浦区殷行社区卫生服务中心,殷行路429号,021 65320658,200438,一级甲等,,0,2013-11-30 03:01:12 +0800,2015-03-05 16:01:23 +0800,31.3282275,121.537837,上海市,,,杨浦区,92015712,0
252,H00067072,,上海市杨浦区殷行社区卫生服务中心国和门诊部,国和路,021 65320658,200438,一级未评,,0,2013-11-30 03:01:12 +0800,2015-02-17 17:39:18 +0800,31.3181708,121.5312885,上海市,251,,杨浦区,,
253,G92015717,,上海市杨浦区延吉社区卫生服务中心,水丰路383号,021 65301504,200093,一级甲等,,0,2013-11-30 03:01:13 +0800,2015-03-05 16:01:32 +0800,31.2888406,121.5374013,上海市,,,杨浦区,92015717,0
254,G92015716,,上海市杨浦区四平社区卫生服务中心,铁岭路39号,021 65134932,200092,一级甲等,,0,2013-11-30 03:01:13 +0800,2015-03-05 16:01:19 +0800,31.2776137,121.5144859,上海市,,,杨浦区,92015716,0
255,G92015719,,上海市杨浦区江浦社区卫生服务中心,许昌路1482号,021 65155354,200092,一级甲等,,0,2013-11-30 03:01:13 +0800,2015-03-05 16:01:24 +0800,31.2710719,121.513253,上海市,,,杨浦区,92015719,0
256,G92015714,,上海市杨浦区定海社区卫生服务中心,爱国路77号,021 65665959,200090,一级甲等,,0,2013-11-30 03:01:14 +0800,2015-03-05 16:01:19 +0800,31.2783929,121.5523361,上海市,,,杨浦区,92015714,0
257,H00037129,,上海市普陀区宜川街道社区卫生服务中心,骊山路43号,021 56096836,200065,一级甲等,10,3.67,2013-11-30 03:01:14 +0800,2015-02-17 17:39:15 +0800,31.2593668,121.4444255,上海市,,,普陀区,,
258,G92062410,,上海市普陀区石泉街道社区卫生服务中心,管弄路297号,021 62148606,200061,一级未评,30,3.75,2013-11-30 03:01:14 +0800,2015-03-05 16:01:20 +0800,31.2547797,121.4239583,上海市,,,普陀区,92062410,0
259,G92015502,,上海市普陀区甘泉街道社区卫生服务中心,平利路57号,021 56077640,200065,一级甲等,30,3.21,2013-11-30 03:01:15 +0800,2015-03-05 16:01:23 +0800,31.2699378,121.4282197,上海市,,,普陀区,92015502,0
260,H00186869,,新宜社区卫生服务站,宜川路413弄2号1楼,021 56077640,200065,一级甲等,,0,2013-11-30 03:01:15 +0800,2015-02-17 17:39:22 +0800,31.264728,121.4363846,上海市,259,,普陀区,,
261,H00186872,,志丹社区卫生服务站,甘泉二村40号,021 56077640,200065,一级甲等,,0,2013-11-30 03:01:15 +0800,2015-02-17 17:39:22 +0800,31.261511,121.430588,上海市,259,,普陀区,,
262,H00186873,,章家巷社区卫生服务站,延长西路526弄32号,021 56077640,200065,一级甲等,,0,2013-11-30 03:01:16 +0800,2015-02-17 17:39:22 +0800,31.2597999,121.4340671,上海市,259,,普陀区,,
263,G92015495,,上海市普陀区长征镇社区卫生服务中心,千阳路209号,021 52699189,310107,一级甲等,15,5,2013-11-30 03:01:16 +0800,2015-03-05 16:01:34 +0800,31.2329281,121.3698829,上海市,,NULL,普陀区,92015495,0
264,H00156030,,上海市普陀区新梅站点,镇北路1524弄66号,021 52653269,200333,未评定,,0,2013-11-30 03:01:16 +0800,2015-02-17 17:39:25 +0800,31.2658554,121.6790221,上海市,263,,普陀区,,
265,H00037133,,上海市普陀区长寿社区卫生服务中心,长寿路505号,021 62993717,200060,一级甲等,10,4.33,2013-11-30 03:01:17 +0800,2015-02-17 17:39:15 +0800,31.2381696,121.4355838,上海市,,,普陀区,,
266,G92046979,,上海市普陀区长风街道长风社区卫生服务中心,金沙江路906号,,200062,一级甲等,15,4,2013-11-30 03:01:17 +0800,2015-03-05 16:01:20 +0800,31.2319229,121.3969906,上海市,,,普陀区,92046979,0
267,G92015501,,上海市普陀区长风街道白玉社区卫生服务中心,曹杨路421号,021 62440505,200063,一级未评,17,4.15,2013-11-30 03:01:18 +0800,2015-03-05 16:01:34 +0800,31.2360498,121.4201196,上海市,,,普陀区,92015501,0
268,H00186827,,世纪同乐社区卫生服务站,顺义路130号,021 62443737,200063,一级甲等,,0,2013-11-30 03:01:18 +0800,2015-02-17 17:39:22 +0800,31.230906,121.419272,上海市,267,,普陀区,,
269,G92062342,普陀区曹杨红十字地段医院,上海市普陀区曹杨街道社区卫生服务中心,兰溪路121号,021 62164506,200062,一级甲等,45,3.75,2013-11-30 03:01:18 +0800,2015-03-05 16:01:24 +0800,31.2385437,121.4065689,上海市,,"普陀区曹杨红十字地段医院,",普陀区,92062342,
270,H00186830,,北杨园社区卫生服务站,曹杨二村135号甲,021 62574916,200062,一级甲等,,0,2013-11-30 03:01:19 +0800,2015-02-17 17:39:22 +0800,31.239047,121.405048,上海市,269,,普陀区,,
271,H00186835,,杏梅园社区卫生服务站,曹杨五村242号,021 62574916,200062,一级甲等,,0,2013-11-30 03:01:19 +0800,2015-02-17 17:39:22 +0800,31.232026,121.408038,上海市,269,,普陀区,,
272,H00186838,,中关村社区卫生服务站,曹杨路710弄26号,021 62574916,200062,一级甲等,6,4.86,2013-11-30 03:01:20 +0800,2015-02-17 17:39:22 +0800,31.2399171,121.4145522,上海市,269,,普陀区,,
273,H00037137,,上海市闵行区颛桥镇社区卫生服务中心,春光路742号,021 64890167,201108,一级甲等,,0,2013-11-30 03:01:20 +0800,2015-02-17 17:39:15 +0800,31.0670134,121.3977589,上海市,,,闵行区,,
274,G92062235,,上海市闵行区莘庄社区卫生服务中心,水清路1099号,021 64133106,201100,一级甲等,15,3.86,2013-11-30 03:01:20 +0800,2015-03-05 16:01:22 +0800,31.1281256,121.3748123,上海市,,,闵行区,92062235,
275,G92046828,,上海市闵行区梅陇社区卫生服务中心,景彩路100号,021 64101425,201100,一级未评,,0,2013-11-30 03:01:21 +0800,2015-03-05 16:01:22 +0800,31.1208574,121.4019957,上海市,,,闵行区,92046828,0
276,H00037140,上海市闵行区龙柏社区卫生服务中心 669,上海市闵行区龙柏医院,航东路608号,021 54760410,201105,一级甲等,10,4.64,2013-11-30 03:01:21 +0800,2015-02-17 17:39:15 +0800,31.176261,121.364677,上海市,669,,闵行区,,
277,G92046853,,上海市闵行区江川社区卫生服务中心,沪闵路63号,021 64356116,200240,一级甲等,,0,2013-11-30 03:01:21 +0800,2015-03-05 16:01:30 +0800,31.1389002,121.4095131,上海市,,,闵行区,92046853,0
278,G92015673,,上海市静安区石门二路街道社区卫生服务中心,山海关路456号,021 62583124,200041,一级未评,22,3.43,2013-11-30 03:01:22 +0800,2015-03-05 16:01:24 +0800,31.235012,121.461466,上海市,,,静安区,92015673,0
279,G92062504,,上海市静安区南京西路街道社区卫生服务中心,成都北路165号,021 63182117,200041,一级甲等,23,3.84,2013-11-30 03:01:22 +0800,2015-03-05 16:01:34 +0800,31.2324911,121.4665603,上海市,,http://www.nxddyy.com.cn/,静安区,92062504,0
280,H00124449,,延中社区卫生服务站,延安中913弄路109号,021 62894076,200041,一级甲等,,0,2013-11-30 03:01:22 +0800,2015-02-17 17:39:19 +0800,31.221709,121.451659,上海市,279,,静安区,,
281,G92062501,,上海市静安区静安寺街道社区卫生服务中心,新闸路1729号,021 62176060,200040,一级未评,11,4.46,2013-11-30 03:01:23 +0800,2015-03-05 16:01:23 +0800,31.2287027,121.4450687,上海市,,www.jasddyy.com.cn/,静安区,92062501,0
282,H00037145,,上海市江宁社区卫生服务中心,康定路733号,021 54033820,200040,一级甲等,13,4.33,2013-11-30 03:01:23 +0800,2015-02-17 17:39:15 +0800,31.232001,121.4428839,上海市,,,静安区,,
283,H00119576,984,江宁路社区卫生服务中心分部,江宁路702弄11号,021 62771285,200040,一级未评,7,4.42,2013-11-30 03:01:24 +0800,2015-02-17 17:39:18 +0800,31.2380593,121.449127,上海市,282,,静安区,,
284,G92062489,,上海市静安区曹家渡街道社区卫生服务中心,昌平路1042号,021 62268811,200042,一级未评,45,4,2013-11-30 03:01:24 +0800,2015-03-05 16:01:23 +0800,31.2308701,121.4344048,上海市,,http://www.cjdddyy.com.cn/,静安区,92062489,0
285,H00079979,,曹家渡街道社区卫生服务中心,新闸路1910弄1号,021 62188141,200042,一级甲等,45,5,2013-11-30 03:01:24 +0800,2015-02-17 17:39:18 +0800,31.2267267,121.4418823,上海市,284,,静安区,,
286,G92015745,,上海市虹口区欧阳路街道社区卫生服务中心,欧阳路149号,021 56961317,200081,一级乙等,12,4.5,2013-11-30 03:01:25 +0800,2015-03-05 16:01:24 +0800,31.2666085,121.4887417,上海市,,,虹口区,92015745,0
287,H00066932,,上海市虹口区欧阳路街道社区卫生服务中心分中心,蒋家桥路21号,021 65074244,200081,一级未评,,0,2013-11-30 03:01:25 +0800,2015-02-17 17:39:18 +0800,31.2731158,121.4966871,上海市,286,,虹口区,,
288,G92062490,,上海市虹口区嘉兴路街道社区卫生服务中心,胡家市桥路41号,021 65458985,200080,一级未评,5,5,2013-11-30 03:01:25 +0800,2015-03-05 16:01:24 +0800,31.2610433,121.4941926,上海市,,,虹口区,92062490,0
289,G92015525,,上海市长宁区周家桥街道社区卫生服务中心,长宁路1700号,021 52729595,200051,一级未评,,0,2013-11-30 03:01:26 +0800,2015-03-05 16:01:21 +0800,31.2176496,121.4061805,上海市,,,长宁区,92015525,0
290,G92062303,,上海市长宁区新华街道社区卫生服务中心,华山路1467号,021 62801512,200052,一级未评,,0,2013-11-30 03:01:26 +0800,2015-03-05 16:01:20 +0800,31.2061286,121.4335139,上海市,,http://www.xhsqws.cn/,长宁区,92062303,0
291,H00037151,862,凉城地段医院,凉城路854号,021 65291853,200434,一级甲等,,0,2013-11-30 03:01:26 +0800,2015-02-17 17:39:15 +0800,31.2986483,121.4711542,上海市,,,虹口区,,
292,H00120770,,东苑门诊部,凉城四村68号,021 65294009,200434,一级甲等,,0,2013-11-30 03:01:27 +0800,2015-02-17 17:39:18 +0800,31.292556,121.471338,上海市,291,,虹口区,,
293,H00120771,,广粤社区服务点,凉城路465弄2甲,021 65293401,200434,一级甲等,,0,2013-11-30 03:01:27 +0800,2015-02-17 17:39:19 +0800,31.2888055,121.4706855,上海市,291,,虹口区,,
294,H00120773,,文苑社区服务点,车站北路732弄77号,021 65250623,200434,一级甲等,,0,2013-11-30 03:01:27 +0800,2015-02-17 17:39:19 +0800,31.2971732,121.4656891,上海市,291,,虹口区,,
295,H00120775,,长春社区服务点,四川北路1999弄97号,021 56661992,200434,一级甲等,15,4.33,2013-11-30 03:01:28 +0800,2015-02-17 17:39:19 +0800,31.2636731,121.4839864,上海市,291,,虹口区,,
296,H00037159,833,上海市真如镇社区卫生服务中心,真如西村115号,021 62656672,200333,一级甲等,6,4.5,2013-11-30 03:01:28 +0800,2015-02-17 17:39:15 +0800,31.246011,121.398434,上海市,,,普陀区,,
297,H00067033,,上海市真如镇社区卫生服务中心真光服务站,铜川路1899弄35号,021 52783834,200333,一级甲等,12,5,2013-11-30 03:01:28 +0800,2015-02-17 17:39:18 +0800,31.2532903,121.3841816,上海市,296,,普陀区,,
298,H00067036,,上海市真如镇社区卫生服务中心西站服务站,桃浦路85号,021 52853890,200333,一级甲等,15,4.67,2013-11-30 03:01:29 +0800,2015-02-17 17:39:18 +0800,31.261459,121.401889,上海市,296,,普陀区,,
299,H00067039,,上海市真如镇社区卫生服务中心清涧服务站,清涧路39弄78号,021 62067130,200333,一级甲等,,0,2013-11-30 03:01:29 +0800,2015-02-17 17:39:18 +0800,31.2626239,121.3862901,上海市,296,,普陀区,,
300,G92062338,,上海市闸北区芷江西路街道社区卫生服务中心,芷江西路335号,021 56629125,200070,一级甲等,,0,2013-11-30 03:01:30 +0800,2015-03-05 16:01:24 +0800,31.2571716,121.4596701,上海市,,,闸北区,92062338,
301,G92062218,,上海市杨浦区平凉社区卫生服务中心,杨树浦路713号,021 65454969,310110,一级甲等,,0,2013-11-30 03:01:30 +0800,2015-03-05 16:01:30 +0800,31.2524983,121.5242604,上海市,,,杨浦区,92062218,
302,H00119625,,杨浦区平凉社区卫生服务中心分部,江浦路847号,021 65415060,200092,一级未评,,0,2013-11-30 03:01:30 +0800,2015-02-17 17:39:18 +0800,31.2639231,121.5238396,上海市,301,,杨浦区,,
303,H00037162,,上海市金山区山阳卫生院,山阳镇山阳向阳路88号,021 57241224,201508,一级甲等,15,3,2013-11-30 03:01:31 +0800,2015-02-17 17:39:15 +0800,30.7668342,121.3749462,上海市,,,金山区,,
304,G91345413,,上海市嘉定区嘉定镇街道社区卫生服务中心,嘉定镇塔城路702号,021 595302206,201800,一级未评,,0,2013-11-30 03:01:31 +0800,2015-03-05 16:01:29 +0800,31.3734919,121.2400063,上海市,,,嘉定区,91345413,0
305,G92063312,,上海市黄浦区豫园街道社区卫生服务中心,中华路1525号,021 23210505,200010,一级甲等,,0,2013-11-30 03:01:31 +0800,2015-03-05 16:01:19 +0800,31.2197148,121.4847195,上海市,,,黄浦区,92063312,
306,G92062496,,上海市黄浦区小东门街道社区卫生服务中心,南仓街97号,021 63770202,200011,一级甲等,,0,2013-11-30 03:01:32 +0800,2015-03-05 16:01:23 +0800,31.21415,121.500741,上海市,,,黄浦区,92062496,
307,G92062495,,上海市黄浦区南京东路街道社区卫生服务中心,北京西路112号,021 63274674,200003,一级未评,40,4.85,2013-11-30 03:01:32 +0800,2015-03-05 16:01:23 +0800,31.2367439,121.4713997,上海市,,NULL,黄浦区,92062495,0
308,G92062348,,上海市黄浦区老西门街道社区卫生服务中心,学前街80号,021 63779907,200011,未评定,,0,2013-11-30 03:01:32 +0800,2015-03-05 16:01:31 +0800,31.347248,121.586121,上海市,,,黄浦区,92062348,
309,H00118054,,黄浦区老西门街道社区卫生服务中心分院,肇州路183号,021 53822936,200011,一级甲等,,0,2013-11-30 03:01:33 +0800,2015-02-17 17:39:18 +0800,31.216344,121.480808,上海市,308,,黄浦区,,
310,G92015387,,上海市黄浦区半淞园街道社区卫生服务中心,西藏南路1635号,021 53072255,200011,一级甲等,45,4.57,2013-11-30 03:01:33 +0800,2015-03-05 16:01:23 +0800,31.2005319,121.4904149,上海市,,,黄浦区,92015387,0
311,H00037189,977,上海市长宁区遵义社区卫生服务中心,虹桥路961弄4号,021 32091865,200051,一级甲等,5,5,2013-11-30 03:01:34 +0800,2015-02-17 17:39:16 +0800,31.1959794,121.4185505,上海市,,,长宁区,,
312,H00037190,839,上海市长宁区仙霞社区卫生服务中心,芙蓉江路140号,021 62590091,200336,一级甲等,,0,2013-11-30 03:01:34 +0800,2015-02-17 17:39:16 +0800,31.208464,121.39535,上海市,,,长宁区,,
313,G92063686,,上海市宝山区大场镇第三社区卫生服务中心,环镇北路357号,021 56680227,200436,一级未评,,0,2013-11-30 03:01:34 +0800,2015-03-05 16:01:28 +0800,31.3080719,121.4089567,上海市,,,宝山区,92063686,0
314,H00037192,,上海申诚医院,浦东大道2516号,021 50939999,200136,未评定,,0,2013-11-30 03:01:35 +0800,2015-02-17 17:39:22 +0800,31.2576509,121.5596657,上海市,,,浦东新区,,
315,H00037193,817,上海宏康医院,大渡河路1933号,021 52827766,200333,未评定,5,5,2013-11-30 03:01:35 +0800,2015-02-17 17:39:22 +0800,31.255788,121.397951,上海市,,,普陀区,,
316,H00037228,850,上海市闸北区天目西街道社区卫生服务中心,梅园路111号,021 63540602,200070,一级未评,30,3,2013-11-30 03:01:35 +0800,2015-02-17 17:39:16 +0800,31.2429748,121.4587711,上海市,,,闸北区,,
317,H00037229,,上海市闸北区虬江老年护理医院,虬江路1288号10号,021 56622027,200070,一级乙等,,0,2013-11-30 03:01:36 +0800,2015-02-17 17:39:16 +0800,31.2499891,121.4683859,上海市,,,闸北区,,
318,H00037230,858,上海市闸北区共和新街道社区卫生服务中心,洛川东路151号,021 56380222,200072,未评定,5,3.33,2013-11-30 03:01:36 +0800,2015-02-17 17:39:22 +0800,31.2716021,121.4644277,上海市,,,闸北区,,
319,H00037232,,上海市新虹桥医院,虹古路85号,021 62092255,200336,未评定,,0,2013-11-30 03:01:36 +0800,2015-02-17 17:39:22 +0800,31.2027909,121.3978107,上海市,,,长宁区,,
320,H00037234,903,上海市金山区石化社区卫生服务中心,石化象州路12号,021 57970127,200540,一级未评,25,4.41,2013-11-30 03:01:37 +0800,2015-02-17 17:39:16 +0800,30.7112142,121.3506691,上海市,,,金山区,,
321,G92062362,,上海市徐汇区康健街道社区卫生服务中心,江安路88号,021 54181223,200233,一级甲等,,0,2013-11-30 03:01:37 +0800,2015-03-05 16:01:22 +0800,31.1483534,121.4144176,上海市,,,徐汇区,92062362,
322,H00067322,,长兴坊服务站,桂林西街15弄2号,021 54181223,200233,一级甲等,10,4,2013-11-30 03:01:37 +0800,2015-02-17 17:39:18 +0800,31.1555906,121.4171122,上海市,321,,徐汇区,,
323,H00067323,321,桂平服务站,江安路88号,021 54181223,200233,一级甲等,,0,2013-11-30 03:01:38 +0800,2015-02-17 17:39:18 +0800,31.14838,121.414471,上海市,321,,徐汇区,,
324,H00067325,,康乐小区服务站,桂林东街257号-3号,021 54181223,200233,一级甲等,10,2.5,2013-11-30 03:01:38 +0800,2015-02-17 17:39:18 +0800,31.157125,121.421574,上海市,321,,徐汇区,,
325,H00067326,,上师大服务站,虹漕南路213号,021 54181223,200233,一级甲等,,0,2013-11-30 03:01:38 +0800,2015-02-17 17:39:18 +0800,31.158419,121.413774,上海市,321,,徐汇区,,
326,H00037289,,上海市周家渡地段医院,上南南村137号,021 58839267,200126,一级甲等,,0,2013-11-30 03:01:39 +0800,2015-02-17 17:39:16 +0800,31.178123,121.499349,上海市,,,浦东新区,,
327,G92015445,,上海市浦东新区潍坊社区卫生服务中心,崂山东路639号,021 58204665,200122,一级甲等,5,5,2013-11-30 03:01:39 +0800,2015-03-05 16:01:25 +0800,31.2235539,121.5243982,上海市,,,浦东新区,92015445,0
328,G92063704,,上海市普陀区桃浦镇社区卫生服务中心,雪松路302号,021 66260808,200331,一级乙等,30,3,2013-11-30 03:01:39 +0800,2015-03-05 16:01:23 +0800,31.281849,121.3542351,上海市,,,普陀区,92063704,
329,H00186843,,绿杨路社区卫生服务站,绿杨路34号,021 66260808-8136,200331,一级乙等,,0,2013-11-30 03:01:40 +0800,2015-02-17 17:39:22 +0800,31.283762,121.345319,上海市,328,,普陀区,,
330,H00186845,,李子园社区卫生服务站,真南路710弄295号,021 66260808-8136,200331,一级乙等,,0,2013-11-30 03:01:40 +0800,2015-02-17 17:39:22 +0800,31.2756034,121.3845519,上海市,328,,普陀区,,
331,H00186849,,莲花社区卫生服务站,真北路3725弄61号,021 66260808-8136,200331,一级乙等,,0,2013-11-30 03:01:40 +0800,2015-02-17 17:39:22 +0800,31.2576618,121.3924155,上海市,328,,普陀区,,
332,H00186851,,槎浦社区卫生服务站,金迈路300号,021 66260808-8136,200331,一级乙等,,0,2013-11-30 03:01:40 +0800,2015-02-17 17:39:22 +0800,31.287968,121.330556,上海市,328,,普陀区,,
333,H00186854,,未来岛社区卫生服务站,桃浦路1945-1947号,021 66260808-8136,200331,一级乙等,15,4,2013-11-30 03:01:41 +0800,2015-02-17 17:39:22 +0800,31.2639514,121.3630676,上海市,328,,普陀区,,
334,H00186856,,古浪路社区卫生服务站,古浪路355弄39号101-102室,021 6626080-8136,200331,一级乙等,7,4.67,2013-11-30 03:01:41 +0800,2015-02-17 17:39:22 +0800,31.2831506,121.3869336,上海市,328,,普陀区,,
335,H00186863,,新杨社区卫生服务站,红柳路238弄30号101室,021 66260808-8136,200331,一级乙等,,0,2013-11-30 03:01:42 +0800,2015-02-17 17:39:22 +0800,31.2954583,121.3554033,上海市,328,,普陀区,,
336,H00186867,,常和路社区卫生服务站,常和路199号,021 66260808-8136,200331,一级乙等,7,4.73,2013-11-30 03:01:42 +0800,2015-02-17 17:39:22 +0800,31.281119,121.373802,上海市,328,,普陀区,,
337,G92047147,,上海市闵行区吴泾社区卫生服务中心,北吴路448号,021 34305966,201109,一级甲等,15,3,2013-11-30 03:01:42 +0800,2015-03-05 16:01:21 +0800,31.056225,121.443296,上海市,,,闵行区,92047147,0
338,G92046808,,上海市闵行区浦江社区卫生服务中心,三鲁路2689号,021 64110433,201112,一级甲等,,0,2013-11-30 03:01:43 +0800,2015-03-05 16:01:22 +0800,31.0695533,121.5252069,上海市,,,闵行区,92046808,0
339,H00067177,,上海市闵行区浦江社区卫生服务中心陈行分中心,普瑞路333号,021 34303782,201112,一级甲等,,0,2013-11-30 03:01:43 +0800,2015-02-17 17:39:18 +0800,31.230416,121.473701,上海市,338,,闵行区,,
340,G92046999,,上海市闵行区古美社区卫生服务中心,龙落路688号,021 54165569,201109,一级未评,,0,2013-11-30 03:01:43 +0800,2015-03-05 16:01:22 +0800,31.230416,121.473701,上海市,,,闵行区,92046999,0
341,H00037297,916,上海市宝山区友谊社区卫生服务中心,宝杨路333号,021 56107044,201900,一级甲等,26,3.83,2013-11-30 03:01:44 +0800,2015-02-17 17:39:16 +0800,31.401377,121.495745,上海市,,,宝山区,,
342,G92046791,,上海市闵行区七宝社区卫生服务中心,富强街94号,021 64781051,201101,一级甲等,,0,2013-11-30 03:01:44 +0800,2015-03-05 16:01:21 +0800,31.1500932,121.3531334,上海市,,,闵行区,92046791,0
343,H00184874,,华林社区服务站,中谊路388弄105号,64190770,201101,未评定,10,5,2013-11-30 03:01:45 +0800,2015-02-17 17:39:25 +0800,31.1436446,121.3638456,上海市,342,,闵行区,,
344,H00037299,,闵行区马桥社区卫生服务中心,马桥镇北松路1422号,021 64090051,201111,一级甲等,,0,2013-11-30 03:01:45 +0800,2015-02-17 17:39:16 +0800,31.0319102,121.3817089,上海市,,,闵行区,,
345,H00037302,915,泗塘社区卫生服务中心,虎林路439号,021 56757570,200431,一级甲等,,0,2013-11-30 03:01:45 +0800,2015-02-17 17:39:16 +0800,31.3372797,121.4577698,上海市,,,宝山区,,
346,G92062506,,上海市徐汇区天平街道社区卫生服务中心,太原路110号,021 64319642,200031,一级甲等,,0,2013-11-30 03:01:46 +0800,2015-03-05 16:01:31 +0800,31.2069223,121.4548453,上海市,,,徐汇区,92062506,
347,H00128102,,湖南路地段医院,原路281弄7号,021 34230101,200031,一级未评,,0,2013-11-30 03:01:46 +0800,2015-02-17 17:39:20 +0800,31.2118755,121.4424016,上海市,346,,徐汇区,,
348,G92062361,,上海市徐汇区凌云街道社区卫生服务中心,凌云路99号,021 64774811,200237,一级未评,,0,2013-11-30 03:01:46 +0800,2015-03-05 16:01:22 +0800,31.132154,121.42197,上海市,,,徐汇区,92062361,
349,G92058841,,上海市徐汇区虹梅街道社区卫生服务中心,虹梅路1501号,021 54486140,200233,一级甲等,,0,2013-11-30 03:01:47 +0800,2015-03-05 16:01:22 +0800,31.168459,121.3986827,上海市,,,徐汇区,92058841,0
350,H00037306,,上海市徐汇区漕溪北路地段医院,天平路252号,021 64380568,200030,一级甲等,13,4.18,2013-11-30 03:01:47 +0800,2015-02-17 17:39:16 +0800,31.1976506,121.4388544,上海市,,,徐汇区,,
351,G92062291,,上海市徐汇区漕河泾街道社区卫生服务中心,石龙路581号,021 54113581,200237,一级甲等,,0,2013-11-30 03:01:47 +0800,2015-03-05 16:01:22 +0800,31.1532625,121.4352578,上海市,,,徐汇区,92062291,
352,H00037308,980,上海市卢湾区瑞金二路街道社区卫生服务中心,陕西南路147号,021 54653032,200020,一级甲等,43,4.29,2013-11-30 03:01:48 +0800,2015-03-24 12:31:59 +0800,31.2148957,121.4599814,上海市,,,卢湾区,,
353,H00037309,834,上海市卢湾区淮海中路街道社区卫生服务中心,淡水路285号,021 63858244,200025,一级甲等,5,3,2013-11-30 03:01:48 +0800,2015-02-17 17:39:16 +0800,31.2147578,121.4735489,上海市,,,卢湾区,,
354,H00037310,》741,上海市卢湾区打浦桥街道社区卫生服务中心,丽园路712号,021 63059595,200023,一级甲等,,0,2013-11-30 03:01:48 +0800,2015-02-17 17:39:16 +0800,31.2070062,121.4788664,上海市,,,卢湾区,,
355,G92063703,,上海市金山区张堰镇社区卫生服务中心,张堰镇大街111号,021 57213280,201514,一级甲等,,0,2013-11-30 03:01:49 +0800,2015-03-05 16:01:27 +0800,30.811026,121.306347,上海市,,,金山区,92063703,
356,H00037312,,上海市金山区廊下镇卫生院,廊下镇金张支路2027号,021 57391353,201516,一级甲等,5,5,2013-11-30 03:01:49 +0800,2015-02-17 17:39:16 +0800,30.790003,121.192914,上海市,,,金山区,,
