id,nom,nom_zh,prenom,prenom_zh,nationalite,sexe,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( id_hosp ),",",enum( lang ),Hospitals They work in,,,
211,BEAUDREAU,,Ronald,,us,M,,"Dr. Beaudreau received his Doctor of Dental Medicine from the Medical College of Georgia School of Dentistry in Augusta, Georgia, and his medical degree from the University of Alabama. He completed his residency in Emergency Medicine at Johns Hopkins University and Hospital in Baltimore, Maryland. Dr. Beaudreau has many years of clinical experience in hospital in the US and China.
\

\
In addition to his clinical experience, he has also presented and published papers and abstracts on numerous topics related to Emergency Medicine. Dr. Beaudreau is certified in Advanced Cardiac Life Support (ACLS) and Pediatric Advanced Life Support (PALS). He is a diplomat of the American Board of Emergency Medicine, a Fellow of the American College of Emergency Physicians and is licensed in the state of Hawaii and Georgia.",包润德医生(Dr. Ronald Beaudreau)在佐治亚州奥古斯塔的乔治亚医学院口腔学院获得牙科博士学位，在阿拉巴马大学获得医学学士学位。他在马里兰州巴尔的摩的约翰霍普金斯大学医院急诊科完成了住院医生实习。不论在美国还是中国，包润德医生都有多年的急救处理经验。除此以外，他还发表并出版了许多急救医学相关主题的论文及摘要。包润德医生拥有高级心脏生命支持以及儿科高级生命支持的认证证书。他是美国急诊医学委员会的外交官，同时是美国急救医师学会会员。包润德医生持有夏威夷州和佐治亚州行医执照。,"ビュードリュー医師：アメリカ出身
\
ジョージア州オーガスタのジョージア医科大学大学院歯学研究科で歯科医師の学位を取得、アラバマ大学で医学の学位を取得。
\
メリーランド州ボルティモアのジョンズ・ホプキンス大学で救急医療の研修を終了。
\
アメリカと中国の病院で長年の臨床経験を持つ。臨床経験に加えて救急医療に関する多くの論文を発表し、出版している。
\
心肺二次救命処置法（ACLS）、小児二次救命処置法（PALS）の認定を取得。
\
アメリカ救急医療委員会の免許を持ち、アメリカ救急医学会の特別会員であり、ハワイ州とジョージア州の医師免許を所持している。",,43,URG,en,Shanghai United Family Hospital-Puxi Main Hospital,,,
212,BROCKWELL,,Jason,,en,M,,"Dr. Brockwell is from the United Kingdom. He received his medical degree from Birmingham University School of Medicine, United Kingdom. Dr. Brockwell did most of his orthopedic training at Queen Mary Hospital, the teaching hospital of the University of Hong Kong. He did his Fellowship training at the Chelsea and Westminster Hospital in London, specializing in arthroscopic surgery and researching tendon healing. Dr. Brockwell has a Postgraduate Diploma in Sports and Exercise Medicine from the University of Bath in the United Kingdom.
\

\
Dr. Brockwell has published, presented and taught on a variety of orthopedic and sports medicine topics. He is a council member of the British Medical Association of Hong Kong.
\

\
Dr. Brockwell specializes in hip surgery with Asia Medical Specialists in Hong Kong and visits Shanghai United Family Hospital &amp; Clinics, as well as hospitals in Beijing, Guangzhou and Macau, as an attending physician.","白展成医生(Dr. Jason Brockwell)来自英国。他从英国伯明翰大学医学院获得医学学位，在香港大学的教学医院——玛丽医院接受了大部分的矫形外科培训，在伦敦切尔西及威斯敏斯特医院接受膝外科专科医生培训，主修矫形外科并进行肌腱愈合研究。白展成医生还在在巴斯大学获得体育与运动医学研究生文凭。
\

\
白展成医生曾发表过多篇矫形外科与运动医学主题的论文，并曾教授有关题目。他现任英国医学会香港分会的议事会员。
\

\
他在香港从事私人行医，建立了私人诊所，与亚洲专科医生共事，在髋关节外科、关节镜检查和年轻人髋关节炎方面有着特殊专长。除了来上海和睦家医院之外，他亦以访问医生身份到北京、广州及澳门行医。","ブロックウェル医師：イギリス出身
\
イギリス・バーミンガム大学医学院で医学学位を取得。
\
香港大学附属クイーンメアリー病院で整形外科の研修を受け、またロンドン・チェルシー＆ウェストミンスター病院で関節鏡視下手術と膝外科専門治療の研修を受ける。
\
イギリス・バース大学でスポーツと運動医学のマスターを取得。
\
整形外科と運動医学をテーマにした論文を多数発表し、講演や教育も行う。
\
現在香港イギリス医学会の会長に勤める。
\
香港におけるスポーツ医学分野の股関節手術の専門家で、常駐は香港。
\
北京と上海のユナイテッドファミリー病院の非常勤医師を勤めている。",,43,ORTHOPEDIE,en,Shanghai United Family Hospital-Puxi Main Hospital,,,
213,BROWN,,Andrew,,us,M,,"Dr. Brown received his undergraduate degree from Tulane University and his medical degree from the Louisiana State University School of Medicine in New Orleans. He then went on to complete post graduate training in Emergency Medicine and General Surgery at the University of Chicago and St. Joseph Hospital in Chicago.
\

\
Dr. Brown has many years clinical experience as an Emergency Medicine Physician working in busy hospital settings. He is certified in Advanced Cardiac Life Support (ACLS), Advanced Trauma Life Support (ATLS) and Pediatric Advanced Life Support (PALS). Dr. Brown is a board certified Emergency Medicine Physician in the United States and licensed in the states of Illinois and Indiana.",博安明医生(Dr. Andrew Brown)在美国杜兰大学获得学士学位，在美国路易斯安那州立大学医学院获得医学学位。随后他在芝加哥大学以及芝加哥圣约瑟夫医院完成了急诊和普外科的研究生培训。博安明医生作为一名急诊科医生有着相当丰富的临床经验。他拥有高级心脏生命支持、高级创伤生命支持以及儿科高级生命支持的认证证书。博安明医生是美国认证的急诊科医生，并在伊利诺斯州以及印第安纳州都拥有行医执照。,"ブラウン医師：アメリカ出身
\
Tulane大学で学士号を取得し、ニューオリンズのルイジアナ州立大学医学部で医学の学位を取得。その後シカゴ大学とシカゴのセント・ジョセフ病院で救急医療と外科の大学院生研修を終了。
\
救急医療医師として長年の臨床経験を持つ。心肺二次救命処置法（ACLS）と外傷二次救命処置法（ATLS）、小児二次救命処置法（PALS）の認定を取得。
\
アメリカ救急医療医師認定を持ち、イリノイ州とインディアナ州の医師免許を所持。",,43,URG,"en,es,pt",Shanghai United Family Hospital-Puxi Main Hospital,,,
214,BRUN,,Elisabeth,,en,F,,"Dr. Elisabeth Brun received her BSc. (Hons) and MBBS from Imperial College School of Medicine in the United Kingdom. As an anesthetic specialist with over 10 years of experience, she has worked at numerous prestigious hospitals throughout the UK and Sweden. Her anesthetic training includes general surgery, urology, pediatrics, ENT, OB/GYN, ophthalmology, orthopedics, vascular surgery and transplant surgery. Dr. Brun is a Fellow of the Royal College of Anesthesia, and speaks English and Swedish.",Elisabeth Brun 毕业于英国帝国理工大学医学院，拥有医学学位。作为一名有着10多年从业经验的麻醉专科医师，她曾在英国和瑞典的多家著名医院工作过。她接受过包括普外科、泌尿科、儿科、耳鼻喉科、妇产科、眼科、骨科、血管外科和移植外科在内的麻醉培训。 Brun医生是皇家麻醉学院的研究员，其工作语言为英语和瑞典语。,Brun医師は、イギリスのインペリアルカレッジ医学部でMBBS（医学外科学学士号）を取得。麻 酔専門医として10年以上の経験を有し、名声のあるイギリス、スウェーデンの多くの病院で勤務。麻酔のレーニングは、一般外科、泌尿器科、小児科、耳鼻咽喉科、産婦人科、眼科、整形外科、心臓外科、移植手術など多岐に渡る。Royal College of Anesthesia（王立麻酔科医協会）のメンバー。言語は英語とスウェーデン語。,,43,ANE,"en,sv",Shanghai United Family Hospital-Puxi Main Hospital,,,
215,CAI,蔡,Li,黎,us,F,,"Dr. Li Cai is from the United States. She received her Bachelor of Science from Tulane University in New Orleans, Louisiana and her Doctor of Medicine from Louisiana State University Medical Center. After graduating, Dr. Li completed her Internship and Residency at Boston Medical Center, Boston University School of Medicine in Boston, Massachusetts.
\

\
Dr. Li has extensive experience in all areas of Internal Medicine and has a special interest in the areas of Cardiovascular disease and hypertension. Dr. Li is a certified Internal Medicine Physician with the American Board of Internal Medicine and is a Fellow of the American Board of Hospital Physicians.
\

\
In addition, Dr. Li is a member of the Society of Hospital Medicine, American College of Physicians, American Chinese Medical Association, and the American Medical Association.",蔡黎医生来自美国，在新奥尔良杜兰大学获得理学学士学位，随后又在路易斯安那州立大学医学中心获得医学博士学位。毕业后，她在马萨诸塞州波士顿大学医学院附属波士顿医疗中心完成住院医生实习。蔡医生拥有非常丰富的临床医学经验涉及内科各个领域，并对心血管疾病与高血压的治疗有丰富经验。蔡医生是美国内科医学委员会认证的内科医生，并且是美国医院医师协会成员之一。除此以外，蔡医生还分别是医院药品协会、美国内科医师协会、北美中华医学会以及美国医学会成员。,"蔡医師：アメリカ出身
\
蔡医師はルイジアナ州ニューオリンズのチューレーン大学で理学士を取得し、ルイジアナ州率大学医療センターで医学博士を取得しました。卒業後、ルイジアナ州ボストンにあるボストンメディカルセンターとボストン大学医学部で実習と研修を修了しました。
\
蔡医師は内科の分野で豊富な経験を持ち、心血管疾患と高血圧の分野を特に専門としています。アメリカ内科委員会の認定内科医で、アメリカ勤務医委員会のフェローでもあります。
\
さらに、病院医学学会、アメリカ医師学校、中華系アメリカ人医師会、アメリカ医師会のメンバーでもあります。",,"43,182",INT,"en,zh","Shanghai United Family Hospital-Puxi Main Hospital, Huashan Pudong Hospital International Division – Managed by UFH",,,
216,CHAN,陈,Terence,维傑,zh,M,,"Dr. Chan received his Bachelor of Medicine and Bachelor of Surgery from the Chinese University of Hong Kong. He went on to study sport and exercise medicine at the University of Bath in the United Kingdom. His orthopedic expertise focuses on knee surgery including complex ligament reconstruction and knee trauma. His career has taken him to fellowships in the United States and South Korea, as well as visiting consultant appointments in Shanghai and Beijing. Dr. Chan speaks English, Mandarin, and Cantonese.",陈医生从中国香港大学获得医学学士学位以及外科学士学位。他曾前往英国巴斯大学攻读运动训练医学，其骨科专业知识集中于膝部手术方面，包括复杂的韧带重建和膝关节创伤。由于职业原因，他得到了美国和韩国的研究员职位，并且还是按时巡视上海和北京两地的专科顾问。陈医生的工作语言为：英语、普通话和广东话。,"陳医師：香港出身
\
陳医師は中国香港大学で外科の医学の学士と外科の学士を取得し、その後イギリスのバース大学でスポーツ運動医学を勉強しました。彼の整形外科的専門は複雑な靱帯再建や外傷を含む膝手術です。研究員としてアメリカと韓国に滞在するだけでなく、上海と北京でコンサルタントを行っています。",,43,ORTHOPEDIE,"zh,en,hk",Shanghai United Family Hospital-Puxi Main Hospital,,,
217,CHANG,张,Joseph,宣义,us,M,,"Dr. Joseph Chang received his Medical Degree from Thomas Jefferson University in Philadelphia, and completed his residency in Emergency Medicine at Brooklyn Hospital in New York. In addition to this training, Dr. Chang has a Graduate Certificate in Health Administration Studies and a Masters of Business Administration from the University of Chicago in Illinois.
\

\
Dr. Chang is certified in Basic Life Support (BLS), Advanced Cardiac Life Support (ACLS), Advanced Trauma Life Support (ATLS) and Pediatric Advanced Life Support (PALS). He is a diplomat of the American Board of Emergency Medicine, a Fellow of the American College of Emergency Physicians and is licensed in the states of Texas and New York. Dr. Chang brings with him extensive clinical and leadership experience in the field of Emergency Medicine.",张宣义医生在美国托马斯杰斐逊大学获得医学博士学位，随后在纽约布鲁克林医院完成急诊科住院医生实习。此外，他还在芝加哥大学商学院先后获得了健康管理学的硕士学位以及工商管理博士学位。张医生拥有基础生命支持、高级心脏急救术、高级外伤救护术以及儿科高级生命支持等各项资格认证。他是美国急救医学委员会的联络官，并且是美国急救医师学会成员之一，持有德克萨斯州和纽约州的行医执照。张医生在急救医学领域拥有极其丰富的领导才能和临床经验。,"張医師：アメリカ出身
\
フィラデルフィアのトーマス・ジェファーソン大学で医学博士号を取得し、ニューヨークのブルックリン病院で救急医療の研修を終える。
\
健康管理学における大学院修了証とイリノイ州のシカゴビジネス大学院にてMBAを取得。
\
一時救命処置法（BLS）、心肺二次救命処置法（ACLS）、外傷二次救命処置法（ATLS）、小児二次救命処置法（PALS）の認定を取得。
\
アメリカ救急医療学会、アメリカ救急医学会の会員で、テキサス州とニューヨーク州の医師免許を持つ。
\
救急医療の分野で豊富な臨床経験とリーダーシップの経験を持つ。",,43,URG,"en,zh",Shanghai United Family Hospital-Puxi Main Hospital,,,
218,CHEN,陈,James,鹏,zh,M,,"UFH Director of Radiology, Chair of Radiology/Imaging, Radiologist 
\

\
Degrees:
\
MD, PhD
\

\
Dr. Chen is from China. He received his medical degree from Xinjiang Medical University in China where he completed his internship and residency in Radiology. He holds a Master's degree in Imaging Diagnosis from the same university and a doctorate in Conventional and Interventional Radiology from Zhongshan Hospital of Fudan University in Shanghai, China.
\

\
Dr. Chen has 18 years of professional experience including clinical work in general diagnostic radiology, CAT scanning, and MRI radiography. He has had special training in interventional radiology and has published articles in this area.",陈鹏医生来自中国。他于中国新疆医科大学获得医学学位，并于当地完成了放射科的实习及住院工作。他在同一所大学完成了影像诊断分析硕士学位，在中国上海复旦大学附属中山医院完成传统放射介入学科博士学位。陈医生有18年从业经验，具有包括基础放射诊断、CAT扫描、核磁共振等诸多方面的临床经验。他受过专业介入放射诊断的培训，在此领域发表过多篇著作。,"陳医師：中国出身
\
中国新疆医学大学で医学の学位を取得し、放射線科の実習を受け、同大学で画像診断分析修士の学位を取得。
\
上海複旦大学附属中山病院で従来型放射線介入学の博士号を取得。
\
18年以上の臨床経験があり、基礎放射線診断、CTスキャン、MRIなど幅広い経験を持つ。
\
また放射線介入診断の特殊研修を受け、この分野で多数の著作を発表。",,"43,182",RAD,"zh,en","Shanghai United Family Hospital-Puxi Main Hospital, Huashan Pudong Hospital International Division – Managed by UFH",,,
219,CHENG,郑,June,文雅,us,F,,"Dr. Cheng is from the United States. She received her Doctorate of Optometry from the Southern California College of Optometry, graduating Magna Cum Laude. Clinical experience was gained at several eye care centers throughout California and Nevada. Dr. Cheng holds certification in DPA, TPA, glaucoma treatment and management, lacrimal irrigation and dilation procedures. She speaks English, Mandarin and Taiwanese.",郑文雅医生（Dr. June Cheng）来自美国。她以优等成绩毕业于南加州验光学院，获得验光学博士学位，先后在加利福尼亚和内华达州的几家眼科保健中心积累了临床工作经验。郑医生拥有DPA、TPA、青光眼治疗和管理、泪道冲洗和扩张治疗的证书。其工作语言为英语、普通话和台语。,アメリカ出身のチャン医師は、南カリフォルニア・カレッジ・オブ・ オプトメトリーを優等な成績で卒業し検眼医の博士号を取得。カリフォルニアとネバダ州の複数のアイケアセンターでの臨床医経験あり。チャン医師は、DPA、TPA、緑内障治療と管理、涙管灌流等の資格を保有。英語、中国語、台湾語での診療が可能。,,183,OPH,"en,zh",United Family Quankou Clinic,,,
220,CHIN,陆,Meika,薇家,us,F,,"Ms. Chin is from the United States of America. She was trained as a midwife in London. She has served as Associate Director of Midwifery Services at North Central Bronx Hospital's Jacobi Medical Center in New York.
\

\
She has acted as a consultant for prenatal, intra-partum, and post-partum care, family planning, and well women gynecology. Ms. Chin provides support to obstetricians and trains midwives and nurses in the Department of Obstetrics and Gynecology.",陆薇家女士来自美国。她在英国伦敦接受助产培训，在美国纽约布朗克斯北中心医院的JACOBI 医药中心任助产服务部副主任。她担任产前、产中、产后护理、计划生育、妇女产期健康顾问医生，并为上海和睦家医院妇产科医生、助产士和护士提供专业支持，同时还为社区提供分娩培训。,"陆助産師：アメリカ出身
\
ロンドンで助産訓練。アメリカ・ニューヨークのブロンクス北部中心病院のJACOBI医療薬品センターの助産サービス部門の副主任を勤める。
\
出産前・中・後の介護、計画出産、出産期の婦人健康顧問を務め、当院の産婦人科医をサポートし、助産師、看護婦の教育を担当。また、出産に向けた両親学級を行っています。",,43,GYN,"en,zh,hk",Shanghai United Family Hospital-Puxi Main Hospital,,,
221,CHOW,周,Hungtsan,鸿灿,zh,M,,"Dr. Chow received his Bachelor of Medicine, Bachelor of Surgery from the University of Hong Kong. During his career he has worked in the orthopedic departments of several Hong Kong hospitals and received spine surgery fellowship training in Los Angeles and Chicago. He was subsequently admitted as a Fellow of the Hong Kong Academy of Medicine (Ortho) and a Fellow, Royal College of Surgeons of Edinburgh (Ortho) in 2005. Dr. Chow’s specialist expertise includes minimally invasive spine surgery, cervical artificial disc replacement and spinal trauma. In 2010, he became a Certified Independent Medical Examiner of the American Board of Independent Medical Examiners. He speaks English and Cantonese.",周鸿灿医生从香港大学获得医学学士学位和外科学士学位。在他的行医生涯中，曾先后在香港数家医院的骨科工作过，并且在美国洛杉矶和芝加哥接受了脊柱外科的亚专科培训。随后他被香港医学专科学院（骨科医学院）准入为专科进修医生，并于2005年被爱丁堡皇家外科学院准入为骨科专科进修医师。周医生的专科技能包括了微创入路脊柱手术、人工颈椎间盘假体置换术和脊柱外伤的治疗。2010年，他成为经由美国独立医学审查员委员会认证的独立医学审查员。他的工作语言为英语和广东话。,"周医師：香港出身
\
周医師は香港大学で医学と外科の学士を取得しました。彼のキャリアの中で、香港のいくつかの病院の整形外科で働き、ロサンジェルスとシカゴで脊椎手術の専門トレーニングを受けました。その後香港医学専門学院（整形外科）のフェローとなり、2005年にエジンバラ王立外科医学院のフェローとなりました。周医師は低侵襲脊椎手術や頚椎人口椎間板置換、脊椎外傷のスペシャリストです。2010年、アメリカ独立医学審査員委員会認定の独立医学審査員になりました。",,43,ORTHOPEDIE,"hk,en",Shanghai United Family Hospital-Puxi Main Hospital,,,
222,DECONINCK,杜,Niels,宁,fr,M,,"Dr. Niels DeConinck received his Masters in Biological and Medical Sciences from Universite H. Poincare, then completed training in General Medicine (including Neurology, Internal Medicine, Emergency Medicine and Critical Care) at Necker Medical School in Paris, France, where he received his Doctor of Medicine. Dr. DeConinck then went on to complete specialist training in Emergency Medicine and Critical Care at Paris University, France.
\

\
Dr. DeConinck has many years clinical experience as an Emergency Medicine Physician and has worked extensively in the field of International Medical Assistance. He is certified in Advanced Cardiac Life Support (ACLS), Advanced Trauma Life Support (ATLS) and Pediatric Advanced Life Support (PALS).",杜宁医生(Dr. Niels Deconinck)在H. Poincare大学获得生理学学士学位，随后在巴黎大学获得了急救医学和重症护理学士学位。除此以外，他在澳大利亚皇家墨尔本医院完成了住院医生实习后，又在法国巴黎的Necker医学院进行了全科、神经学、内科、急诊医学和重症护理方面的额外培训。Deconinck医生作为一名急诊医师有多年的临床经验，并在国际医疗救助领域工作多年。Deconinck医生拥有高级心脏急救术、高级外伤救护术等各项资格认证。,"デコニック医師：フランス出身
\
H. Poincare大学で一般生理学の修士学位を取得し、パリ大学で救急医療とクリティカルケア（重症治療）の学位を取得。オーストリア・メルボルンの王立メルボルン病院で救急医療の研修を終了し、フランス、パリのNecker医科大学で一般医療、心療内科、救急医療、クリティカルケア（重症治療）の訓練を受ける。救急医療医師として豊富な臨床経験を持ち、特に国際医療支援の分野で働いている。
\
心肺二次救命処置法（ACLS）と外傷二次救命処置法（ATLS）の認定を取得。",,43,URG,"es,fr,en",Shanghai United Family Hospital-Puxi Main Hospital,,,
223,DESHMUKH,爱,Ashwin,旭温,us,M,,"Dr. Ashwin Deshmukh is a graduate of Princeton University and Harvard Medical School. He did his surgical internship at the Massachusetts General Hospital in Boston, and his orthopedic surgery training at the Harvard Combined Orthopedics Program. From 2001 to 2011, Dr. Deshmukh was a partner physician at Kaiser Permanente West Los Angeles Medical Center. He has won numerous international awards for his research in orthopedic surgery. He is a Fellow of the American Academy of Orthopedic Surgery and an active member of the American College of Sports Medicine. Dr. Deshmukh is fluent in English and Spanish.",爱旭温医生(Dr. Ashwin Deshmukh)毕业于美国普林斯顿大学和哈佛医学院。他在波士顿的麻省总医院外科实习，并参加了哈佛联合骨科项目的骨科手术培训。2001年至2011年间，爱旭温医生在Kaiser Permanente洛杉矶医疗中心担任医师及合伙人。他凭借在骨科手术方面的研究赢得了为数众多的国际大奖。他是美国骨科学会的研究员，也是美国运动医学学院的一名活跃会员。爱旭温医生能说流利的英语和西班牙语。,,,43,ORTHOPEDIE,"es,en",Shanghai United Family Hospital-Puxi Main Hospital,,,
224,DONG,董,Benhao,本浩,us,M,,"Chair of Internal Medicine, Internal Medicine Physician 
\

\
Degrees:
\
MD, PhD, DABIM
\

\
Dr. Benhao Dong received his Bachelor of Medicine degree from Shanghai Medical University, and the Doctor of Medicine degree from the State University of New York. He completed his residency training in Internal Medicine at New York University Downtown Hospital in New York.
\

\
He is a Diplomate of the American Board of Internal Medicine and has served as an attending physician in various hospitals across the United States.","董本浩医生从上海医科大学获得医学学位，又在美国纽约的州立大学取得医学博士学位。其后，他在纽约大学下城医院完成了住院医生实习期。
\

\
董医生具有美国内科医学委员会成员资格，并且在美国多家医院担任过内科主治医师。",,,"43,182",INT,"en,zh","Shanghai United Family Hospital-Puxi Main Hospital, Huashan Pudong Hospital International Division – Managed by UFH",,,
225,DUAN,端,Qi,琪,zh,F,,"Dr. Duan is from China. She has degrees from the Shanghai Medical University (now Fudan University) and received further education and training at Shanghai Zhongshan Hospital and Shanghai Renji Hospital.
\

\
She is skilled in abdominal, OB&amp;GYN, trans-rectal, vascular and small part ultrasound.",端琪医生来自中国，在上海医科大学公共卫生学院和医学院获得双学位。在加入上海和睦家医院之前，她曾在上海港医院和上海市静安区中心医院任职。端医生擅长腹部超声、阴道超声、经直肠超声、血管内超声和超声心动描记术。,"端医師：中国出身
\
上海医科大学（現在の復旦大学）公共衛生学院と医学院で学位を取得。
\
その後上海中山病院と上海港病院に勤務。
\
専門は腹部エコー、腟エコー、直腸エコー、血管内エコーと心エコーなど。",,43,RAD,"zh,en",Shanghai United Family Hospital-Puxi Main Hospital,,,
226,C. ELLIOTT,,John,,us,M,,"Dr. John C. Elliott is an American Board of Pediatrics certified physician from the United States. He received his Doctor of Medicine from the University of Arizona in Tucson, Arizona and completed his residency at St. Joseph’s Hospital and Medical Center in Phoenix, Arizona. A Fellow of the American Academy of Pediatricians, Dr. Elliott is a seasoned pediatrician with over a decade of clinical experience and proven leadership ability.
\

\
Before joining Shanghai United Family Hospital, he was a founding partner of a pediatric hospitalist group providing inpatient care to children in the Phoenix, Arizona area.",来自美国的艾略特医生(Dr. John C. Elliott)是美国儿科委员会认证的儿科医师。他在图森市的亚利桑那大学获得医学博士学位，又于凤凰城的圣约瑟夫医院和医疗中心完成住院实习。作为美国儿科学会会员，艾略特医生具有10多年临床经验和切实的领导能力。在加入上海和睦家医院之前，他是一个儿科驻院医师团体的合伙创始人，该团体专为亚利桑那州凤凰城的住院儿童提供医疗服务。,"エリオット医師：アメリカ出身
\
エリオット医師はアリゾナ州ツーソンのアリゾナ大学で医学博士を取得し、アリゾナ州のセント・ジョセフ病院とフェニックス医療センターで研修を修了しました。アメリカ小児科学会のフェローであり、10年以上の臨床経験と実績のあるリーダーシップ力を持つベテラン小児科医です。
\
上海ユナイテッドファミリー病院に勤務する前は、アリゾナ州フェニックスで小児の入院治療を提供する小児科医グループの設立パートナーでした。アメリカで認定された小児科医です。",,43,PED,en,Shanghai United Family Hospital-Puxi Main Hospital,,,
227,FANG,方,Yijun,怡珺,us,F,,Yijun Fang graduated with a Bachelor of Pharmacy (honors) from St. John’s University in New York. She has wide experience working in hospitals and pharmacies throughout Greater New York City. She completed the APHA (American Pharmaceutical Association) certificate training course on diabetes management in 2009. She speaks English and Mandarin.,方怡珺毕业自美国纽约圣约翰大学，拥有药剂学学士学位。她在大纽约地区的医院和药房拥有丰富的工作经验。方怡珺于2009年完成了美国药剂师协会的糖尿病管理认证培训课程。她的工作语言为：英语和普通话。,"方氏：アメリカ出身
\
方氏はニューヨークのセント・ジョーンズ大学で理学（薬学）の学士を優秀な成績で取得しました。その後グレーターニューヨーク市全域の病院や薬局で幅広い職務経験を持ちました。2009年にアメリカ公衆衛生協会（アメリカ製薬協会）認定の糖尿病管理訓練コースを終了しました。",,"43,183",PHA,"zh,en","Shanghai United Family Hospital-Puxi Main Hospital, United Family Quankou Clinic",,,
229,GAO,高,Ling,玲,zh,F,,"Dr. Gao graduated from Shanghai Jiaotong University’s School of Medicine. She has clinical experience in China and France. Her specialties include diseases of the cervix, endoscopic operations and complications resulting from abnormal pregnancies. Dr. Gao speaks English, French, Mandarin and Shanghainese.",高玲医生毕业于上海交通大学医学院。她在中国和法国积累了丰富的临床经验，专事研究子宫颈疾病、内窥镜手术，以及异常妊娠引起的并发症。她的工作语言为：英语、法语、普通话和沪语。,"高医師：中国出身
\
高医師は上海交通大学医学院を卒業し、中国とフランスで臨床経験があります。
\
高医師は子宮頚部の治療、内視鏡検査、異常妊娠に起因する合併症などを専門としています。",,"43,182",GYN,"fr,en,zh","Shanghai United Family Hospital-Puxi Main Hospital, Huashan Pudong Hospital International Division – Managed by UFH",,,
231,HONG,洪,Xi,溪,zh,F,,"Dr. Hong is from China. She received her medical degree from China Medical University and undertook residency training and postgraduate study in anesthesiology at Peking Union Medical College Hospital; she later became a staff anesthesiologist and an associate professor at this medical center. Dr. Hong completed her clinical and research fellowship in anesthesia and acute pain management at McGill University Medical Center in Montreal, Canada. She is also an editor for the Chinese edition of Anesthesia &amp; Analgesia, the official journal of the International Anesthesia Research Society. She speaks English and Mandarin.",洪溪医生来自中国。她从中国医科大学获得医学学位，在北京协和医院完成住院医生实习培训和麻醉学研究生阶段的学习，此后，她成为了该院的麻醉科医生，并且被评定为副教授。洪溪医生在位于加拿大蒙特利尔的麦基大学医学院完成了麻醉学和急性疼痛管理的专科研究培训。她现为国际麻醉研究协会官方杂志《麻醉与镇痛》中文版的责任编辑。洪医生的工作语言为英语和普通话。,"中国出身
\

\
中国医科大学にて医学博士号取得。北京協和医院にて麻酔の研修トレーニングと研究を経験。のちにメディカルセンター麻酔科医スタッフを経て准教授となる。Hong医師は、カナダ・モントリオールのマギル大学メディカルセンターで麻酔学とペインマネジメント（痛み管理）を研究。国際麻酔学研究学会のオフィシャルジャーナルであるAnesthesia &amp; Analgesia（麻酔と鎮痛） の中国版編集者。言語は英語と中国語。",,43,ANE,"zh,en",Shanghai United Family Hospital-Puxi Main Hospital,,,
232,HOU,侯,Qi,琦,zh,F,,"Laboratory &amp; Blood Bank Manager, Associate-Chief Technologist 
\

\
Degrees: MM
\

\
Dr. Hou is from China. She graduated from Anhui Medical University in China. After graduating, she served as an intern in the laboratory at Anhui Provincial Hospital for 1 year. Dr. Hou graduated from the Laboratory Medicine program at Bengbu Medical College in China. She also holds a Master's degree in Pathological Biology from Anhui Medical University.
\

\
Dr. Hou worked in the laboratory at Anhui Provincial Hospital for 9 years. Dr. Hou is a member of the Chinese Society of Laboratory Medicine and is a certificated technologist.",侯琦医生来自中国。她毕业于中国蚌埠大学实验室医学专业，获有安徽医科大学生物病理学硕士学位，她有9年在安徽省医院实验室工作的经验。侯医生是中国实验室医学协会会员及认证专业技师。,"侯医師：中国出身
\
安徽医科大学卒業後、安徽省立病院の検査室で１年間を実習を受ける。
\
蚌埠医科学院の臨床検査医学コースを卒業し、安徽医科大学で病理学的生物学修士の学位を取得する。
\
安徽省立病院の検査室に9年間勤務。
\
中国臨床検査医学協会の会員、同協会認証の専門技師。",,"43,182",ANA,"en,zh","Shanghai United Family Hospital-Puxi Main Hospital, Huashan Pudong Hospital International Division – Managed by UFH",,,
233,HU,胡,Yu,宇,zh,M,,"Dr. Hu Yu received her degree in clinical medicine and medical technology from Nanjing Medical University in 2003. Her clinical expertise includes maternity ultrasound, ultrasound cardiography, electrocardiography and other prenatal imaging procedures. She speaks English, Mandarin and Japanese.",胡宇医生于2003年毕业于南京医科大学，获得临床医学与医学技术学位。她掌握的临床专业知识包括妇产科超声检查、超声心电图检查、心电图检查以及其它产前影像检查。胡宇的工作语言为英语、普通话和日语。,フー医師は2003年に南京医科大学にて臨床医学、医学技術学位を取得。妊娠超音波検査、超音波心臓検査、心電図、妊婦イメージング（超音波検査法などによる透視）などを専門とする。英語、中国語、日本語での診察が可能。,,43,RAD,"zh,en,ja",Shanghai United Family Hospital-Puxi Main Hospital,,,
