id,nom,nom_zh,adresse,adresse_zh,ville,ville_zh,cp,mail,website,latitude,longitude,descr_fr,descr_en,descr_zh,descr_ja,descr_de,enum( tel (lang,type )),enum( spe (lang))
149,Shanghai DeltaWest Clinic,上海德西门诊部,"Building B, 5F, No.2558, West Yan’ an Road, Shanghai 201103 (inside Shanghai Workers Sanitorium, next to Millennium HongQiao Hotel)",上海市长宁区延安西路2558号B座5层 (上海虹桥千禧海鸥大酒店旁，工人疗养院内),Shanghai,上海,,patientservice@deltahealth.com.cn,http://www.deltahealth.com.cn/,31.203704,121.402448,,"About DeltaHealth China
\
 
\
DeltaHealth China is invested and supported by known world-class healthcare institutions and financial corporations. With a foreign joint-venture medical license issued by the Ministry of Health of China, DeltaHealth aims to develop a leading network of specialty hospitals and clinics in China. Beginning with the Shanghai Delta Hospital and its first outpatient facility, the Shanghai DeltaWest Clinic, DeltaHealth’s strength and focus will be on the world-class medical expertise, superior patient service, and advanced hospital management.
\
 
\
About Shanghai Delta Hospital
\
 
\
Located in Xujing, near Shanghai Hongqiao Transportation Hub, Shanghai Delta Hospital (SDH) will be a 350-bed (Phase I 230 beds) acute-care hospital focused on cardiovascular services. SDH is currently under construction and will open for service in 2015. SDH will serve both the Chinese and expatriate populations in Shanghai and the Yangtze Delta areas focusing on cardiovascular specialty services. In addition, the hospital will offer primary care services within its outpatient department and downtown satellite facilities.
\
 
\
About Shanghai DeltaWest Clinic
\
 
\
The Shanghai DeltaWest Clinic (SDC) is DeltaHealth’s first outpatient clinic in Shanghai. Located near the Hongqiao business district and in the heart of the Gubei international community, SDC’s 21,000 sq-ft (1,950 sqm) facility houses an international and domestic team of experienced medical professionals providing a wide-range of primary and specialty care including cardiovascular care and rehabilitation services.
\
 
\
Our Features
\
 
\
Comprehensive cardiovascular medical services
\
 
\
Shanghai DeltaWest Clinic offers comprehensive cardiovascular services through its Center of Cardiac Excellence, Chest Pain Clinic, General Cardiology, Pediatric Cardiology, Women’s Cardiology and Cardiac Rehabilitation.
\
 Strategic partnership with local and international medical institutions
\
 
\
By partnering with local and world known international medical centers, SDC is able to provide the best practice medical and clinical services in Shanghai.
\
 International medical service providers and experienced management team
\
 
\
SDC houses a team of outstanding domestic and overseas medical doctors and clinicians. Its operating team is made of dedicated management professionals with rich local and international work experiences.
\
 
\
Our Services
\
 
\
Cardiac Center of Excellence
\
 
\
Chest Pain Clinic
\
 General Cardiology
\
 Pediatric Cardiology 
\
 Women’s Cardiology 
\
 Cardiac Rehabilitation
\
 
\
Other Medical Services
\
 
\
Behavioral Health &amp; Psychiatry
\
 Dentistry
\
 Dermatology
\
 Endocrinology
\
 E.N.T
\
 Family Medicine
\
 Gastroenterology/ Endoscopy
\
 General Surgery
\
 Gynecology
\
 Internal Medicine
\
 Ophthalmology
\
 Pediatrics
\
 Physical Therapy
\
 Traditional Chinese Medicine 
\
 Other Specialties
\
 International Referral Service
\
","关于德达医疗
\
 
\
德达医疗是由世界著名的医疗机构和金融机构投资合作成立的专业医疗管理集团。持有中国卫生部批准的医疗机构建设执照和中国商务部批准的商业执业证书。德达医疗专注于心血管专科医疗服务，致力于成为中国心血管医疗领域的引领者。从旗下的第一家医院（上海德达医院），和第一家上海市区门诊（上海德西门诊）开始，德达医疗将致力于为客户提供和创造世界一流的医疗设施、优质的患者临床服务和最先进的医院运营管理。
\
 
\
关于上海德达医院
\
 
\
上海德达医院位于上海虹桥交通枢纽以西七公里的徐泾地区，是一家正在建设中的中外合资特色综合医院。医院将拥有床位350张（其中一期230张），预计开业时间为2015年。上海德达医院以心血管专科为主，着眼于为上海、长江三角洲各城市及全国其它地区主流群体提供专科医疗服务。同时，医院的门诊部及市内门诊中心还将为在华外籍人士、国际及商务区各群体提供高端的全科医疗服务。
\
 
\
关于上海德西门诊
\
 
\
上海德西门诊部（shanghai DeltaWest Clinic）于2013年1月正式营业。上海德西门诊部位于上海市虹桥中心商业区和国际社区的核心位置，提供一系列的全科和专科服务，特色医疗服务包括心血管疾病的早期诊断、专家门诊治疗和心脏康复项目等。
\
 
\
我们的特色
\
 
\
全方位的心血管专科治疗
\
 
\
上海德西门诊设立心脏病中心，胸痛门诊，心脏专科门诊，妇女心脏门诊，小儿心脏门诊以及心脏康复中心，可为广大患者提供系统全面的心血管医疗服务。
\
 与国内及国际医疗机构建立战略性合作关系
\
 
\
与国内及美国知名医疗机构的合作，上海德西门诊可为患者提供上海顶级国际化医疗服务。
\
 国际医疗服务的提供者及经验丰富的管理团队
\
 
\
上海德西门诊拥有国内及海外医术精湛的国际医疗专家，其管理团队由富有国内及国际工作经验的管理专家组成。
\
 
\
我们的服务
\
 
\
特色专科
\
 
\
心脏中心
\
 胸痛门诊
\
 心脏专科门诊
\
 妇女心脏门诊
\
 小儿心脏门诊
\
 心脏康复中心
\
 
\
其他专科
\
 
\
全科医疗
\
 妇科
\
 儿科
\
 消化内科/内窥镜
\
 行为健康与心理咨询
\
 中医科
\
 牙科 
\
 眼科 
\
 耳鼻喉科
\
 其他专科门诊
\
",,,"400 821 0277 (zh,STAND),(021) 2213-9771 (ja,STAND)","ANE (en),CHIN (zh),CHI (zh),CAR (zh),DER (zh),IMG (zh),GEN (zh),REHAB (zh),ANE (zh),ECHO (zh),INT (zh),DENT (zh),GYN (zh),GAS (zh),OPH (zh),ORL (zh),END (zh),CHIN (en),GEN (de),GEN (fr),GEN (en),GEN (nl),END (de),END (fr),END (en),INT (fr),INT (en),INT (ko),GYN (en),IMG (en),CAR (ja),CAR (en),CAR (ko),DENT (en),REHAB (ja),REHAB (en),OPH (en),PSY (it),PSY (ja),PSY (fr),PSY (en),PSY (es),ECHO (en),PED (zh)",
150,Shanghai Tokushinkai Dental Clinic-Jingan,:上海德诚会口腔门诊部-静安,"Pacheer Commercial Centre 2F, No.555, Nanjing Road,Jingan District, Shanghai china",上海静安区南京西路555号555商厦2楼,Shanghai,上海,200041,reception_ja@tokushinkai.com.cn,http://www.tokushinkai.com.cn/,31.236743,121.473083,,"Shanghai Tokushinkai Dental Clinic was opened in the Jingan District, city center area of Shanghai, in Nov. 2004. This clinic is on the corner of jointed Chengdu North Rd. and YanAn expressway, near Top of City where high-quality office buildings and several huge hotels are located.
\

\
We have a spacious-comfortable lobby catering for the various needs of patients, for example free drinks, the Internet, and various kinds of magazines. The warm-hearted interior designs relax patients well.
\
 All the examination rooms are completely private; each design is based on the seven flowers' images which are famous in China. 
\

\
Any patient can be provided with care, treatment and services by experienced dentists who have advanced specific education oversea. Japanese staffs also deliver their support to patients and provide high-quality health care together with state-of-the-art medical equipment in the finest environment. We are available on Saturdays, Sundays, and holidays as in Japan.
\

\
We provide general dentistry, child dentistry, orthodontic dentistry, implant dentistry, and aesthetic dentistry like whitening as well as Japan.
\

\
We are looking forward to serving the people in Shanghai.
\
",,,,"021-63400290 (zh,RDV),021-63400270 (zh,RDV)","EST (zh),HDON (zh),PRO (zh),DON (zh),PRO (ja),PEDO (zh),PRO (en)",
151,Shanghai East International Medical Center,上海东方国际医院,"No.150, JiMo Road Shanghai",上海市即墨路150号,Shanghai,上海,200120,marketing@seimc.com.cn.,http://www.seimc.com.cn/,31.243424,121.519096,,"Introduction
\
Shanghai East International Medical Center (SEIMC) is a highly respected joint venture hospital in Shanghai’s booming Lujiazui Financial District. SEIMC opened in 2003 and has been providing quality 24-hour care to the international community in Shanghai and its neighboring provinces. Our dedicated international team of multilingual medical professionals provide a wide range of world-class services that make us the healthcare provider of choice for multinational corporations, international schools, foreign consulates, five-star hotels, and families from all over the world.
\

\
 For 10 years, our medical center has been a leader in expatriate healthcare. Some of our notable accomplishments in Shanghai’s medical field include:
\

\
•  First to receive a comprehensive hospital operating license in Shanghai 
\
•  First to establish 24-hour out-patient and in-patient service 
\
•  First to establish in-house operating theaters 
\
•  First to offer GE digital x-ray and digital mammography
\
•  Primary provider for English-speaking emergency care in Pudong
\

\

\
History 
\
In 2001, the leadership team of a newly-built hospital in Lujiazui was introduced to several doctors and hospital administrators from the United States who were interested in making a difference in China. Out of this conversation came the idea of creating comprehensive hospital with a highly qualified, international team of doctors that would the first of its kind in Shanghai.
\

\
Shanghai East International Medical Center opened its doors in 2003 as a U.S.-China joint venture hospital founded by Shanghai East Hospital and U.S. Healthcare Management Enterprises, Inc., a California-based healthcare organization.
\

\
The hospital continues to care for people of all nationalities and has saved numerous lives since its opening. With an expansion in progress and a growing expatriate community, Shanghai East International Medical Center sees a bright future for healthcare in Shanghai and is committed to delivering exceptional medical care to Shanghai’s citizens for decades to come.
\

\

\
Mission Statement 
\
We shall strive to provide prompt and efficient provision of safe, contemporaneous, evidence-based, patient-oriented and accessible services to Shanghai East International Medical Center's patients. 
\

\

\
Vision &amp; Core
\
 Values Shanghai East International Medical Center strive to be the best healthcare provider by offering safe, evidence-based and patient-oriented practices through its global team of professionals.
\
",上海东方联合医院（上海东方国际医院有限公司）是上海最具规模的中外合作的综合性医院。我院能够为您提供综合性的医疗保健服务，包括家庭全科、儿科、妇产科、脊椎神经治疗科、专家会诊、住院服务以及外科手术等。我们拥有众多经验丰富、全日制的国际医疗专家，有24小时的热线电话，并可直接与众多国际保险公司结单。我们正在为越来越多的制造加工业、国际学校、外国领事馆、五星级酒店、以及来自世界各地的家庭提供便捷的高水准的医疗服务。,,,"021 5879-9999 (zh,RDV)","CAR (zh),URG (zh),CHI (zh),GYN (zh),PED (zh),REHAB (zh),CHIN (zh),RHU (zh),INT (zh),END (zh),URO (zh),ORTHOPEDIE (zh),SPO (zh),ONC (zh),OPH (zh),DER (zh),ORL (zh),GEN (zh)",
152,St.John’s Health Clinic,上海景康门诊部,"No. 4, Lane 398, Dapu Road, Luwan District, Shanghai（Near Quxi Road）",上海市卢湾区打浦路398弄(近瞿溪路口)4号,Shanghai,上海,200023,,www.jingkang.net.cn,31.203697,121.478868,,"St.John’s is known as the first 5-star preventive medical center in Shanghai with more than 4,000 square meters of well-appointed floor space. The center has thorough and complete physical examination and follow-up health management systems, and senior professional health management physicians and personal health assistants or “health secretaries” provide comprehensive services including counseling and education on nutrition and exercise, management of pressure-release and other aspects of medical care. The center is fully equipped with the most modern and advanced health examination equipments and provides unique and comprehensive adult health examination services, analgesic gastroenteroscopy, functional medicine, and dentistry, including specialist clinics for both traditional chinese and western medicine. St. John’s helps people of all ages better manage their health scientifically to make each stage of life healthier, longer and better!
\

\
","上海景康门诊部有限公司拥有完善的健检和后续健康管理体系，专业管理健康的资深医师和健康秘书为您提供营养、运动、舒压、医疗等全面健康管理服务。4000多平方米雅致空间，医检分离，拥有先进的健康检查设备，提供成人完整健康检查、无痛肠胃镜、功能医学、口腔门诊、中西医专家门诊等特色服务。帮助各年龄人群科学管理健康，让生命的每一步走得更稳、更远、更好！ 
\

\
舒适的环境
\
精心设计的就诊环境，超过四千平方米雅致空间，提供完全不同于传统医院的舒适与体贴，整洁、优美的布景、营造出轻柔舒缓、放松身心的愉悦享受。专业护理人员细心周到的服务，让您有宾至如归的感觉。来体检，就像是在度假！
\
 
\
健康检验设备
\
科学检测仪器，选自欧洲、美国及日本名牌专业厂商，对身体无危害，检验高效、精准。即使是高复杂的检查，也能在不知不觉间完成，让身体深处隐藏无所遁形，为疾病判断和及早防治提供准确、清晰的指导。
\
 
\
专业的体检及门诊服务
\
量身订制的个性化体检流程，轻松6小时全身健康检查，快速完成详尽准确的健康报告。我们还有专业护理人员全程陪同，悉心解说，妥帖照顾。体检完毕，资深医师还可一对一详细解说报告，提供健康保养建议，并由专业营养师提供健康饮食建议。
\
 
\
我们不但提供体检，还提供医院转诊等后续服务。如遇病况，我们将根据受检者状况，提供妥善的转诊建议和服务，令检者及早获得该领域专家的后续治疗。我们还定期举办健康讲座，指导日常生活饮食和疾病的预防，帮助您强身、防癌、抗衰老。
\
 
\
值得信赖的精英团队
\
久负盛名的台北医疗界精英，资深中、西医及牙医驻诊，与资深专业医师共同组成强劲医诊团队，为您提供完整周详的检查及健康管理服务。更联手上海各大三甲医院之权威医师及教授，组成强大医疗会诊及顾问团队，提供深入的后续健康管理服务。
\
",,,"021-53029922  (zh,STAND)","OPH (zh),DENT (zh)",
154,SinoUnited Health-Portman Clinic,盛和康复医疗中心,"Suite 601, Shanghai Centre, No.1376 Nanjing Road (W)Shanghai",上海市静安区南京西路1376号上海商城西峰601室,Shanghai,上海,200040,contact@sinounitedhealth.com,www.sinounitedhealth.com.cn,31.232881,121.457885,,"SinoUnited Health is the first western medical center in Shanghai that specializes in all aspects of pain management and rehabilitation. Since 2004, experts from around the world in the fields of Orthopedics, Physiotherapy, Sports Medicine, Neurology, Osteopathy and Pain Management work together to accurately diagnose and treat our patients’ medical problems. 
\

\
At SinoUnited Health, our goal is more than just the immediate alleviation of pain. We are dedicated to curing people or improving their quality of life after an injury, accident, disease or surgery. We treat the source of pain so that our patients will be able to live without limitations. 
\

\
SinoUnited Health’s three Shanghai medical centers are committed to offering you the highest standard of international healthcare. We welcome you to visit our facilities and explore our extensive direct billing network.
\
 
\

\
As an International clinic we offer our services in a variety of languages to our patients including: English, Japanese, Chinese, German, Italian, French, Swedish, Danish, Norwegian, and Turkish.
\
","盛和康复医学中心是上海首家以康复治疗、骨科诊疗、疼痛医学和运动医学见长的专业外资高端医疗机构。
\

\

\
2004年成立以来，我们一直致力于提供优质的个性化康复医疗服务。我们拥有世界一流的康复医疗团队。
\

\

\
在盛和康复医学中心，您享受到的是世界一流的医疗服务，并且对于您的治疗不只限于诊所，我们的医务人员会帮助您进行全天候的积极康复！我们的医疗团队将从根源治疗您的伤痛，并且教会您如何在日常生活中预防病痛。
\

\
让您随心所“动”！
\
",,,"021 6279 8920 (zh,STAND)","KINE (zh),ORTHOPEDIE (zh),REHAB (zh),SPO (zh),OST (zh),NEUR (zh)",
155,Klinoerth Therapy Clinic,明珍健康信息咨询 ,"Room 1819, 500 Xiang Yang Nan Road, Xu Hui district, Shanghai","上海徐汇区，襄阳南路500号, 1819室",Shanghai,上海,,info@klinoerth.com,http://www.klinoerth.com/,31.211837,121.464358,"La philosophie de Klinœrth : La voie vers votre guérison 
\
 
\
Notre philosophie favorise un style de vie plus sain et fournit des services en réadaptation chez les enfants et les adultes à travers des professionnels qualifiés qui ont comme objectif d'établir la norme en Chine pour des soins en réadaptation. Cela exige un travail d'équipe rigoureux, ainsi qu'un grand dévouement. Nous mettons notre écoute et notre volonté d'apprentissage au service de nos patients.
\
 
\
 
\
L'atteinte de cet objectif se traduit par une prise en charge individualisée de chaque patient, et l'application de normes éthiques et professionnelles supérieures dans le domaine de la santé.
\
 
\
 
\
Notre philosophie est le fondement de notre réussite.
\
  
\
- Psychologie
\
- Orthophonie 
\
- Physiothérapie ou Kinésithérapie
\
- Chiropractie
\
- Médicine Alternative: balancement énergétique
\
- Ergothérapie
\
- Semelle Orthopédique
\
","Our philosophy is to promote a healthier lifestyle and provide rehabilitation services for children and adults through the treatment of caring and qualified professionals who are committed to setting the standard of rehabilitative care in China.
\
 
\
This requires relentless team work and great devotion. We put our listening and our insatiable willingness to learn at our patient's disposition.
\
 
\
The fulfillment of this objective translates into an individualized treatment plan for each patient and the application of higher ethical and professional standards within the healthcare field.
\

\
Our philosophy is the foundation of our success.
\
 
\
We can provide you with a wide range of treatments dedicated to improve your quality of life, including:
\
 
\
-Acupuncture
\
- Psychology
\
- Educational psychology
\
- Physiotherapy
\
- Chiropractics
\
- Speech Therapy
\
- Occupational Therapy
\
- Energy Balancing
\
- Foot Orthotics
\
","Klinoerth的宗旨是提倡一种更加健康的生活方式，并且我们通过在中国具有标准康复治疗的专业人员为孩子和成人进行治疗服务。这不仅要求我们具有不懈的团队精神，更需要有对工作的巨大热忱。我们将非常乐意站在病人的角度上去倾听并学习。
\

\
Klinoerth的宗旨将会完全的融入到每一个病人的个性化治疗中，并且把更高的道德和专业化标准的应用贯穿于医疗保健领域之中。
\

\
这一切便是我们成功的基础。
\

\
我们提供一系列的治疗方式以提高您的健康质量。
\

\
针灸
\
心理治疗
\
教育（改造）心理学
\
物理治疗
\
脊柱神经按摩治疗
\
语言治疗
\
职业治疗
\
替代治疗
\
足部矫正
\
",,,"021 5466 2621 (zh,RDV)","ACC (zh),CHIROP (zh),ORTHOPEDIE (zh),OST (zh),PSYCHO (zh),KINE (zh),ORTHOPHO (zh),REHAB (zh)",
156,Shanghai Aier Eye Hospital-International Patients Service Center,爱尔眼科-国际部,"No.1286, Hongqiao Road (near Songyuan Road), Changning District, Shanghai",长宁区虹桥路1286号（近宋园路）,Shanghai,上海,,ipsc@aier021.com,http://www.aier021.com/en/,31.201933,121.419199,,"Shanghai Aier Eye Hospital, founded by the AIER Ophthalmology Hospital Group, which is the largest chain ophthalmology center in China, is a large-scale comprehensive ophthalmic medical center &amp; hospital. Shanghai Aier Eye Hospital is committed to providing world-class professional ophthalmic services.
\
 
\

\
International Patients Service Center(IPSC) of Shanghai AIER Eye Hospital is committed to provide high quality and comprehensive eye care service at international standards for the expatriates living in shanghai and beyond. We help you treat and take care of your sight. Whether you need highly specialized surgery or simply your first pair of glasses, you can get the very best ophthalmic care at IPSC.
\

\

\
IPSC has a professional team consisted of doctors and nurses who are multi-lingual (English, Japanese) and have international education background and working experience. Our medical doctors are qualified ophthalmologists and are licensed both in China and abroad. They specialize in all aspects of eye care, including diagnosis, management and surgery for eye diseases. 
\

\

\
IPSC also offers a complete range of support services, such as telephone/online consultation, routin eye screen and 24-hour inpatient service, etc.
\
",,,,"(021)32519930 (en,RDV)","OPH (zh),ORTHOPTIE (zh)",
158,Brånemark Osseointegration Center Shanghai,上海百年茂口腔门诊部,"368, Shanghai Centre, No.1376, Nanjing West Road, Shanghai",上海静安区南京西路1376号上海商城3楼368室,Shanghai,上海,200003,info@abocs.cn,http://www.abocs.cn/,31.232802,121.458485,,"Brånemark Osseointegration Center
\
It is a privilege for our Shanghai operation to use the name “Brånemark Osseointegration Center” under direct authorization by Professor P-I Brånemark, “The Father of Dental Implants”.
\

\
It was the early sixties in Sweden when Professor P-I Brånemark discovered the phenomenon of “Osseointegration”. In 1965 Professor Brånemark treated the first patient with titanium dental implants. Since then, over millions of patients worldwide have received dental implants and enjoy better quality of life.
\

\
Our Company
\
Brånemark Osseointegration Center Shanghai, ABOCS, is a joint venture between the Dental Implants and Maxillofacial Centre (Hong Kong) and the Tokushinkai Dental Group (Shanghai).
\

\
Our professional team consists of experts from China, specialists from Hong Kong and Singapore.
\
 
\
Brånemark Osseointegration Center Shanghai has the state-of-the-art clinical facilities and cutting edge dental equipment for imaging, diagnosis and treatment. For examples, we have Sirona® C8+ and C4+ dental units, NewTom® VGi Cone Beam Scanner, KLS Martin marLED® operating light, Milestone Scientific CCLAD STA™, Nobel Biocare® Dental Implants, SimPlant® Crystal simulation software etc.","上海百年茂口腔Brånemark Osseointegration Center (BOC) –百年茂骨整合中心标志着一个非凡的背景。
\

\
当今种植牙技术源于瑞典白年茂教授（ Professor PI Brånemark） 在六十年代所作有关《骨整合技术》 Osseointegration 的科研成果。自1965年第一位种植牙患者起，到今天种植牙已经造福了数以百万计的患者。
\

\
和香港DIMFC一样，上海百年茂口腔是全球少数获得瑞典《骨整合技术》之父白年茂教授 （Professor PI Brånemark ）直接授权可使用其冠名权的种植牙中心。
\
",,,"137 0171 8101  (zh,URG),021 6289 8101 (zh,RDV)","CHIRM (zh),PAR (zh),PRO (zh),STO (zh),PRO (en),PRO (fr),PRO (de),CHIRM (en),PAR (en),STO (en)",
159,Cidi Dental,西典齿科,"Room 706-708, No. 495, Jiangning Road",江宁路495号博鸿大厦,Shanghai,上海,200040,dentist@cididental.com,http://www.cididental.com/cn/,31.241443,121.458058,,"Cidi Dental is a successfully launched joint-venture clinic. 
\
 
\
Cidi Dental will be providing high standard dental technique and dental care to the expat communities. 
\

\
Our goal is to be your partners for good oral health and help you to achieve a healthy smile for a lifetime. 
\

\
CIDI DENTAL will make you feel at home. ","西典齿科是以新的齿科理念为驻沪的外籍家庭提供最为细致的牙科医疗保健机构，从最基本的消毒隔离到最先进的牙科美容治疗技术都以ADA（AMERICAN DENTAL ASSOCIATION）的要求为标准，体现以人为本的最终医疗准则，同时将国外最新的齿科保健知识带给您和家人。
\
 
\
1.　西典齿科拥有全部国外进口的设备和材料，保证了治疗过程的安全性及准确性。所有治疗程序都会在第一时间让您知晓。
\
 
\
2.　西典齿科的牙科医师及助手都经过专业培训并曾赴国外受训，他们将给您最专业最安全的牙科服务。
\
 
\
3.　西典齿科的齿科医师及助手将与您一起制定医疗计划，所有治疗程序都会在第一时间让您知晓,以细致入微的人性化，专业化精神缓解您的顾虑。
\
 
\
4.　西典齿科很荣幸地邀请到了DR. LING(毕业于哈佛牙医学院,现任UCLA牙周病学讲师)作为诊所的种植牙手术指导及牙齿美容保健顾问专家。
\
","海にある歯科医院CIDI DENTALの日本語HP兼ブログです。
\
浦東・浦西にそれぞれオフィスがあり、日本人Drがいます。
\
ここでは主に浦東の最新情報を更新していきますのでよろしくお願いします！
\
",,"021-51154575 (en,RDV),13621798486 (zh,URG),021-51154550 (ja,RDV)","DENT (zh),PAR (zh),HDON (zh)",
160,New Vision Eye Clinic,瑞视眼科,"3rd Floor, Jin Kai Li Square, No.758, Xizang South Road,Shanghai",上海市黄浦区西藏南路758号2-3楼(建国新路口),Shanghai,上海,200011,,http://eng.rjeye.com/,31.220911,121.491066,,"New Vision Eye Clinic is a symbol for the preservation and enhancement of precious eye sight, created by New Vision Holdings LLC, USA in 1996. New Vision Eye Clinic is dedicated to providing the most current and comprehensive diagnostic and treatment services in ophthalmology. Our experienced physicians are skilled to treat eye diseases and visual problems in most ophthalmic subspecialties.
\
 
\
New Vision Eye Clinic serves patients in an attentive private practice environment. Our newly built 3000 square-meters modern facility is conveniently located at the central area of Shanghai. The clinic utilises the very latest technologies and is designed to meet the highest standards of clinical practice as well as customized to the comfort of patients.
\
 
\
New Vision Eye Clinic offers a wide range of services in:
\
 
\
General Ophthalmology
\
 Presbyopia Surgery / Natural Lens Exchange
\
 Laser Vision Correction (PRK/LASIK/LASEK/Epi-LASEK)
\
 Phakic IOL for Vision Correction
\
 Cataract Surgery
\
 Oculoplastic Surgery
\
 Retinal Laser Therapy
\
 Glaucoma
\
 Optometric and Optical Services
\
 
\
Extensive Experience
\
 
\
Our faculty of physicians consists of well respected specialists in the field of ophthalmology. Each of our physicians specializes in at least one area of ophthalmic care and has completed fellowship training in one or more subspecialties. Since it’s opening in 1996, New Vision Eye Clinic has conducted more than 80,000 cases of laser surgery for correcting refractive deficiencies, and more than 20,000 operations on cataract, glaucoma and retinal disorders. Many of our doctors are current members of international medical societies including American Academy of Ophthalmology, International Society of Refractive Surgery, American Association for Research in Vision and Ophthalmology and German Ophthalmology Association.
\
 
\
Modern Technology
\
 
\
Our newly established facility in Shanghai is equipped with the most technically advanced equipment designed to make the treatment as safe and efficient as possible. New Vision Eye Clinic understands the importance of technology and continuously invests in the latest technologies so our physicians can achieve the best possible results for the patients. Our refractive surgeons have access to the latest equipment and specialize in a broad range of refractive techniques including wavefront guided LASIK, customized LASEK/PRK, and phakic intraocular lens implantation (IOL). A broad technology base enables our physicians to customize treatment for each patient’s individual needs.
\
","上海瑞视维景眼科门诊部有限公司一直致力于提供高标准的临床治疗，安全的手术效果，及热情的就诊环境及服务。但是我们承诺对于您和您的员工们所提供卓越的服务水准没有变。
\
 
\
为了继续紧跟时代需求的发展，上海瑞视眼科在上海市中心地段建造了新一代的眼科手术中心设施，引进美国先进的眼科医院设计思路和规范，提供便捷患者的优质服务。我们拥有新的激光技术设备，包括FS200飞秒及EX500准分子激光。让我们的医疗团队能给您带来精准及高效率的诊断及治疗
\
 
\
 
\
 
\
 
\
 
\
无论您有什么问题，我们的医生和临床医护人员都能帮助您充分了解可供您选择的方案，我们也为此倍感自豪。作为一家独特的眼科专科医院，我们的经营管理由医生主导，他们是瑞视管理团队的主体，您可以充满信心地去享受我们的关怀和治疗，我们始终把患者的利益放在首位，而不是医院的经营效益。
\
 
\
瑞视的医生们都是在眼科界备受尊敬的专家，每个医生都在一个或多个专业领域有专攻和受过国际资格认证培训。我们中的许多医生都是现有国际医学协会的成员，包括美国眼科学会、国际屈光手术协会、美国视觉与眼科研究协会。
\
 
\
我们私密的等候及设备齐全的诊察室会使您感到与医生的交流如
\
 
\
此轻松。您可以随时在现场的药房及眼镜店购买到您所需要的东西。我们安全的地下停车库及优越的地理位置将使您非常方便地访问我们。
\
 
\
 
\
 
\
 
\
 
\
虽然对于一个企业来说，不希望有新客户似乎有点奇怪，但对于很多眼睛疾病相关的问题我们宁愿您不要发生这样的需求。这是为什么我们提供多元化的教育讲座及宣教资料，来指导您如何保护好您的眼睛，预防疾病的产生。
\
 
\
无论您是选择来我们医院做近视矫治这样的选择性治疗，还是来解决您的视觉问题，我们都将随时为您提供服务。您在眼睛保健上有任何需要，上海瑞视眼科将竭诚帮助您缔造一个良好的视界。",,,"021-6437-7445  (zh,RDV)",OPH (zh),
