code,baiji_shop_id,tcv_id,official_name,common_name,drug_format,size,approval_number,department_name,drug_type,member_price,sale_price,company,rx_otc,composition,indications,usage,warning,adverse_reactions,storage_type,link,picture
130780,11534,,奥勃兰,长春胺缓释胶囊,胶囊剂,30mg*10s,国药准字H20000714,神经和肌肉系统,神经和肌肉系统-脑血管病用药,46.8,46.8,烟台鲁银药业有限公司,RX处方登记,长春胺,衰老期心理行为障碍|急性脑血管病|脑外伤后综合征,口服，一次一粒，一日二次，早晚各服一粒，最好饭后服用。,1.本品不具有长期抗高血压作用，因此不能代替抗高血压治疗。  2.心律失常或低血钾患者慎用。,,密封,http://www.baiji.com.cn/goods-11534.html,
131051,6785,,奥司惠,阿法骨化醇胶丸,胶丸,0.25ug*20粒,国药准字H20020501,风湿免疫科,过敏/免疫系统用药-抗风湿类药,29.1,29.1, 广州白云山星群(药业)股份有限公司 ,RX处方登记,阿法骨化醇,佝偻病和软骨病|肾性骨病|骨质疏松症|甲状旁腺功能减退症,口服：成人，慢性肾功能不全的骨质疏松症：每次0.5ug（2粒），每日1次，或遵医嘱。儿童，应遵医嘱。,,小剂量单独使用（＜1.0ug/d）一般无不良反应，长期大剂量用药或钙剂合用可能会引志高钙血症和高钙尿症。,密封，置阴凉处,http://www.baiji.com.cn/goods-6785.html,http://imgcdn.baiji.com.cn/images/201403/thumb_img/6785_thumb_G_1395971224329.jpg
110116,6811,,奥尔芬,双氯芬酸钠盐酸利多卡因注射液,注射剂,2ml:75mg：20mg/支*5支,注册证号H20100729,风湿免疫科,过敏/免疫系统用药-抗风湿类药,110,110,Merckle GmbH,凭原处方销售,双氯芬酸钠,严重炎症或退行性风湿病：类风湿性关节炎、强直性脊椎炎、关节炎、脊椎关节病、疼痛性脊椎综合症、关节外的风湿病。急性痛风发作。肾绞通和胆绞通。损伤或术后的疼痛、炎症和肿胀。,成人每次1针，每日1-2次，深部肌肉注射。严重疼痛减退之后，即可改服肠溶片。  ,,胃肠道不适，恶心，头昏，头痛。过敏反应如皮疹、瘙痒、哮喘和水肿。  ,密封，置阴凉处,http://www.baiji.com.cn/goods-6811.html,http://imgcdn.baiji.com.cn/images/201302/thumb_img/6811_thumb_G_1361754724524.jpg
190014,8687,,奥平,重组人干扰素α2a栓剂,栓剂,60000IU*6粒,国药准字S10980006,妇儿科,妇儿科用药－阴道疾病用药,34.7,34.7,武汉维奥制药有限公司,凭原处方销售,重组人干扰素α2a,用于治疗阴道病毒性感染引起的慢性宫颈炎、宫颈糜烂、阴道炎预防宫颈癌.,1、将栓剂置于阴道后穹窿；  2、每次一枚，隔日一次，睡前使用；  3、六至十次为一个疗程或遵医嘱。,"用药期间禁止坐浴和性生活,经期停止用药.如使用时环境温度过高,栓体变软(不影响疗效),请先置于4℃冰箱或冷水中3～5分钟,撕开塑料取出使用.","极少数病人初次用药后出现轻微腰腹酸痛,偶见一过性低热,外阴、阴道不适,可自行消失,不影响治疗.",2-8C,http://www.baiji.com.cn/goods-8687.html,
113432,6722,,奥德金,小牛血清去蛋白注射液,注射剂,5ml:0.2g*5支,国药准字H20000202,神经和肌肉系统,神经和肌肉系统-其他类,368,368,锦州奥鸿药业有限责任公司,凭原处方销售,0,改善脑部血液循环和营养障碍性疾病(缺血性损害、颅脑外伤)所引起的神经功能缺损。,,,,"密闭,避光保存",http://www.baiji.com.cn/goods-6722.html,
127801,10217,,奥必欣,坎地沙坦酯分散片,片剂,4mg*14片,国药准字H20060174,心脑血管,心脑血管系统-血管紧张素II受体拮抗剂,37,37,昆明源瑞制药有限公司,RX处方登记,坎地沙坦酯,原发性高血压,,,,常温,http://www.baiji.com.cn/goods-10217.html,http://imgcdn.baiji.com.cn/images/201402/thumb_img/10217_thumb_G_1392608814790.jpg
122244,7172,,奥思平,盐酸度洛西汀肠溶片,片剂,20mg*20片,国药准字H20061261,神经和肌肉系统,神经和肌肉系统-抗抑郁药抗焦虑药,92,94,上海中西制药有限公司,RX处方登记,盐酸度洛西汀,用于治疗抑郁症。,"吞服，不要咀嚼和压碎。推荐起始剂量为40mg/日（40mg,一日一次或20mg，一日二次）至60mg/日（一日一次），不考虑进食影响。",,,密封，置阴凉处,http://www.baiji.com.cn/goods-7172.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/7172_thumb_G_1389848192017.jpg
122320,6017,,奥派,阿立哌唑片,片剂,10mg*14片,国药准字H20041507,神经和肌肉系统,神经和肌肉系统-抗抑郁药抗焦虑药,60,63,上海中西制药有限公司,RX处方登记,阿立哌唑,用于治疗精神分裂症,成人：口服，每日一次。起始剂量为10mg，用药2周后，可根据个体的疗效和耐受性情况，逐渐增加剂量，最大可增至30mg，此后，可维持此剂量不变。每日最大剂量不应超过30mg。   由使用其它抗精神病药改用本品者：某些患者可以立即停止原先使用的抗精神病药；而另一些患者开始使用时，应渐停原先使用的抗精神病药。同时服用抗精神病药的时间应最短。   ,,,密封，置阴凉处,http://www.baiji.com.cn/goods-6017.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/6017_thumb_G_1386835588301.JPG
170333,6191,,奥深,复方氟米松软膏,软膏剂,15g,注册证号HC20100009,皮肤科,皮肤科-糖皮质激素药,26,27,澳美制药厂,RX处方登记,每克含匹伐酸氟米松0.2mg与水杨酸30mg,"脂溢性皮炎,接触性皮炎,异位性皮炎寻常型银屑病,局限性神经性皮炎,扁平苔藓及掌角化过渡症",,,,密封,http://www.baiji.com.cn/goods-6191.html,http://imgcdn.baiji.com.cn/images/pic14/100/170333_1_2.jpg
170245,6176,,奥络,夫西地酸乳膏,乳膏剂,5g,注册证号HC20090033,皮肤科,皮肤科-抗细菌药,15,15,香港澳美制药厂,RX处方登记,0,用于各种细菌性皮肤感染，主要用于革兰氏阳性球菌引起的皮肤感染。,,,,15-25C,http://www.baiji.com.cn/goods-6176.html,http://imgcdn.baiji.com.cn/images/201207/thumb_img/6176_thumb_G_1343093126247.jpg
171165,8663,,奥络,夫西地酸乳膏,乳膏剂,10g/支/盒,注册证号HC20090034,皮肤科,皮肤科-抗细菌药,25.3,25.3,澳美制药厂,RX处方登记,夫西地酸,本品适用于各种细菌性皮肤感染，主要用于革兰氏阳性球菌引起的皮肤感染。如脓疱病，疖肿，毛囊炎，甲沟炎，须疮，汗腺炎，红癣，寻常痤疮，创伤合并感染，湿疹合并感染，溃疡合并感染等,,,,15-25C,http://www.baiji.com.cn/goods-8663.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/8663_thumb_G_1389930343068.jpg
131150,6116,,奥美拉唑肠溶胶囊,奥美拉唑肠溶胶囊,胶囊剂,20mg*14粒,国药准字H20045944,消化科,消化系统-制酸剂和治疗消化性溃疡的药物,29.6,29.8,山西津华晖星制药有限公司,RX处方登记,奥美拉唑,适用于胃溃疡、十二指肠溃疡、应激性溃疡、反流性食管炎和卓-艾综合征（胃泌素瘤）。,口服，不可咀嚼。  （1）消化性溃疡：一次20mg（一次1粒），一日1-2次。每日晨起吞服或早晚各1次，胃溃疡疗程通常为4-8周，十二指肠溃疡疗程通常2-4周。  （2）反流性食管炎：一次20-60mg（一次1-3粒），一日1-2次。晨起吞服或早晚各1次，疗程通常为4-8周。  （3）卓-艾综合征：一次60mg（一次3粒），一日1次，以后每日总剂量可根据病情调整为20-120mg（1-6粒），若一日总剂量需超过80mg （4粒）时，应分为两次服用。,（1）治疗胃溃疡时，应首先排除溃疡型胃癌的可能性 ，因用本品治疗可缓解其症状，从而延误治疗。  （2）肝肾功能不全者慎用。  （3）本品为肠溶胶囊，服用时注意不要嚼碎 ，以免药物在胃内过早释放而影响疗效。,本品耐受性良好，常见不良反应是腹泻、头痛、恶心、腹痛、胃肠胀气及便秘，偶见血清氨基转移酶增高、皮疹、眩晕、嗜睡、失眠等，这些不良反应比较轻，可自动消失。长期治疗在有些病例中可发生胃粘膜细胞增生和萎缩性胃炎。,"密闭,避光保存",http://www.baiji.com.cn/goods-6116.html,
122619,8062,,奥贝安可,去铁酮片,片剂,0.5g*30片,注册证号H20090202 ,风湿免疫科,过敏/免疫系统用药-其他类,648,648,加拿大奥贝泰克制药有限公司,RX处方登记,去铁酮,用于治疗耐受或不愿意接受现有螯合剂治疗的铁负荷过多的地中海贫血患者。,,,,30C以下干燥,http://www.baiji.com.cn/goods-8062.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/8062_thumb_G_1389850987955.jpg
131087,7310,,奥迈必利,别嘌醇缓释胶囊,胶囊剂,0.25g*10粒,国药准字H20041338,风湿免疫科,过敏/免疫系统用药-抗风湿类药,48,49.8,黑龙江澳利达奈德制药有限公司,RX处方登记,别嘌醇,原发性和继发性高尿酸血症，尤其是尿酸过多而引起的高尿酸血症；反复发作或慢性痛风患者；痛风石头；尿酸性肾结石和尿酸性肾病；有肾功能不全的高尿酸血症。 ,口服，每日一次，每次250mg（一粒） ,,胃肠道反应：饭后用药可减轻或避免消化系统的副作用。皮疹：一般为丘疹样红班、湿疹或痒疹。罕见有白细胞减少，血小板减少，贫血，骨髓抑制。其他有脱发、发热、淋巴结肿大及过敏性血管炎等。   ,密封，置阴凉处,http://www.baiji.com.cn/goods-7310.html,http://imgcdn.baiji.com.cn/images/201411/thumb_img/7310_thumb_G_1416294557474.jpg
171057,6201,,奥青,复方克霉唑乳膏(II),乳膏剂,5g,注册证号HC20110012,皮肤科,皮肤科-抗真菌药,9,9.5,香港澳美制药厂,RX处方登记,二丙酸倍他米松、克霉唑、硫酸庆大霉素,适用于对皮质类固醇药物敏感的皮肤炎性疾病（如接触性皮炎、湿疹、神经性皮炎等伴发细菌和真菌感染）。,,,,25C以下,http://www.baiji.com.cn/goods-6201.html,http://imgcdn.baiji.com.cn/images/pic6/100/171057_1_2.jpg
171166,8666,,奥青,复方克霉唑乳膏(Ⅱ),乳膏剂,20g,注册证号HC20110013,皮肤科,皮肤科-抗真菌药,24.5,24.5,澳美制药厂,RX处方登记,二丙酸倍他米松、克霉唑、硫酸庆大霉素,适用于对皮质类固醇药物敏感的皮肤炎性疾病（如接触性皮炎、湿疹、神经性皮炎等伴发细菌和真菌感染）。,,,,25C以下,http://www.baiji.com.cn/goods-8666.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/8666_thumb_G_1390373579544.jpg
131096,6107,,奥麦伦,盐酸氟西汀胶囊,胶囊剂,20mg*14粒,国药准字H19980114,神经和肌肉系统,神经和肌肉系统-抗抑郁药抗焦虑药,45,49,上海中西制药有限公司,凭原处方销售,盐酸氟西汀,"各种抑郁性精神障碍、包括轻性或重性抑郁症、双相情感性精神障碍的抑郁症,心因性抑郁及抑郁性神经症。",一般只需每天早上一次口服20mg，必要时可加至每天40mg。剂量和疗程遵医嘱。  ,"因本药半衰期较长,故肝肾功能较差者或老年病人,应适当减少剂量。有癫痫史者、妊娠或哺乳期妇女慎用。儿童应用时应遵照医嘱。如出现皮疹或发热，应立即停药，并对症处理。不宜与单胺氧化酶抑制剂（MAOI）并用；必要时，应停用本药5周后，才可换用单胺氧化酶抑制剂(MAOI)。  ",常见不良反应为口干、食欲减退、恶心、失眠、乏力，少数病例可见焦虑、头痛。  ,密封，置阴凉处,http://www.baiji.com.cn/goods-6107.html,http://imgcdn.baiji.com.cn/images/201312/thumb_img/6107_thumb_G_1386918716106.JPG
170099,7442,,好及施（冷感）,复方山金车花贴片,贴剂,2贴（10cm*14cm）,注册证号H20100038,风湿免疫科,过敏/免疫系统用药-其他类,20,20,"Teikoku Seiyaku Co.,Ltd.",RX处方登记,水杨酸乙二醇、d1-樟脑、1-薄荷醇、醋酸生育酚、薄荷油、山金车花酊剂等。,消炎止痛，局部降温。适用于跌打扭伤、骨折痛、肩周炎、腰背肌肉痛、冻疮等。对炎症初期的红、肿、热、痛等尤其为适宜。,外用。根据患处面积调节使用张数。每贴12小时。也可根据患处部位大小进行随意剪X。清洁、擦于患处，揭去药布表面的塑薄膜，将一端固定，边伸拉边将药布贴在患处。,1.严守使用方法及用量。  2.儿童须在家长指导、监下使用。  3.请勿用于眼睛周围，粘膜，湿疹，发疹或伤口处。  4.请勿使用电热灯或电热毯温烤贴有温感好及施的患部。  5.为避免温热感过强，入浴前后1小时内不要使用温感药布。  6.孕妇以及有药物或化妆品过敏史者，慎用。  7.如出现因药布引起的皮肤红肿或发痒等现象，应立即停止使用。  8.贴用前应清洁患处部位，去油脂，增强贴剂与皮肤粘性。,,密封，置阴凉处,http://www.baiji.com.cn/goods-7442.html,
170100,7443,,好及施(温感),复方辣椒贴片,贴剂,10cm*14cm*2贴,注册证号H20100016,风湿免疫科,过敏/免疫系统用药-其他类,20,20,日本帝国制药株式会社三本松工厂,RX处方登记,本品为复方制剂，水杨酸乙二醇（C9H10O4）、dl-樟脑（C10H16O）、l-薄荷醇（C10H20O）、醋酸生育酚（C31H52O3）、薄荷油、辣椒提取液,适用于关节肌肉疼痛、肩酸腰痛、骨折痛、冻疮及跌打扭伤引起的各种痛症。特别适用于各种钱伤引起的疼痛及慢性疼痛等。,1．清洁患处、揭开药布表面塑料薄膜，边抻拉边将药布贴在患处并用手轻轻按压，以增强药布与皮肤的接合。  2、用于活动角度大的关节部位，或腰背等大面积使用时，应用绷带或胶布在药布的四角加固，以防脱落。  3．根据患处面积调节使用张数。每贴使用12小时。,1．严格按用法和用量的要求使用。  2．请勿用在眼睛周围、粘膜、湿疹、发疹以及伤口处。  3．请勿用电热灯或电热毯等温烤贴有本品的部位。  4．出现因药布引起的皮疹、发疹及红肿现象，应立即停止使用。,,密封，置阴凉处,http://www.baiji.com.cn/goods-7443.html,
237786,9292,,妇可靖胶囊,妇可靖胶囊,胶囊剂,0.36g*18s*2板,国药准字Z20040089,妇儿科,妇儿科用药－阴道疾病用药,,78,甘肃省西峰制药有限责任公司,RX处方登记,北败酱、车前子、蒲公英、马齿苋、柴胡、香附醋制、赤芍、红花、丹参、延胡索、三七、鳖甲等二十味。,0,,,,密封,http://www.baiji.com.cn/goods-9292.html,
131019,7296,,妇复春,复方醋酸甲羟孕酮胶囊,胶囊剂,10粒,国药准字H20003844,妇儿科,妇儿科用药－调节内分泌用药,,45,北京康必得药业有限公司,凭原处方销售,醋酸甲羟孕酮,治疗妇女更年期综合征及非恶性肿瘤行子宫、卵巢切除术后和其它原因引致的雌激素水平下降,口服，每日1次，每次1—2粒，或遵医嘱。 ,1、本品为更年期妇女用药，妊娠或哺乳妇女不宜使用。  2、长期服用患者，应定期进行妇科检查。  3、严重肝、肾功能不全者不宜使用。   ,1%绝经5年以内的妇女用药后会有类似月经样的1—3次出血。出血时停药，血干净后再继续服，若血量较大应去妇科就诊。乳房胀一般无需处理，如果胀痛应适当减量。 ,密封,http://www.baiji.com.cn/goods-7296.html,
251223,9418,,妇康宝颗粒,妇康宝颗粒,颗粒剂,10g*6袋,国药准字Z20060348,妇儿科,妇儿科用药-保胎促孕用药,28,28.5,成都市湔江制药厂,RX处方登记,当归、白芍、川芎、熟地黄、艾叶、阿胶、甘草。辅料为蔗糖、糊精。 ,补血调经，止血安胎。用于失血过多，面色萎黄，月经不调，小腹冷痛，胎漏胎动，痔漏下血。 ,,,,,http://www.baiji.com.cn/goods-9418.html,
231632,6535,,妇炎康复胶囊,妇炎康复胶囊,胶囊剂,0.38g*36粒,国药准字Z20033208,妇儿科,妇儿科用药－阴道疾病用药,,39.1,江西杏林白马药业有限公司,RX处方登记,败酱草、薏苡仁、川楝子、柴胡、黄芩、赤芍、陈皮等。,清热利湿，化瘀止痛。用于湿热瘀阻所致妇女带下，色黄质黏稠或如豆渣状，气臭，少腹、腰骶疼痛，舌暗苔黄腻等症及慢性盆腔炎见上述证候者。,,,,,http://www.baiji.com.cn/goods-6535.html,http://imgcdn.baiji.com.cn/images/pic7/100/231632_1_2.jpg
231792,8414,,妇科养荣胶囊,妇科养荣胶囊,胶囊剂,0.35g*36粒,国药准字Z20050381,妇儿科,妇儿科用药-保胎促孕用药,,46.8,西安阿房宫药业有限公司,RX处方登记,当归、白术、熟地黄、川芎、白芍、香附、益母草、黄芪、杜仲、艾叶、麦冬、阿胶、甘草、陈皮、茯苓、砂仁 ,补养气血、疏肝解郁、祛瘀调经。用于气血不足，肝郁不舒，月经不调，头晕目眩，血漏血崩，贫血身弱及不孕症。 ,,,,,http://www.baiji.com.cn/goods-8414.html,
231864,9388,,妇科再造胶囊,妇科再造胶囊,胶囊剂,0.41g*36s,国药准字Z20050639,妇儿科,妇儿科用药－调经止带,37.3,37.3,贵州汉方药业有限公司,RX处方登记,当归（酒炙）、香附（醋炙）、白芍、熟地黄、阿胶、茯苓、党参、黄芪、山药、白术、女贞子（酒炙）、龟板（醋炙）、山茱萸、续断、杜仲（盐炙）、肉苁蓉、覆盆子、鹿角霜、川芎、丹参、牛膝、益母草、延胡索、三七,养血调经，补益肝肾，暖宫止痛。用于月经先后不定期，带经月久、淋漓出血、痛经、带下等症,,,,密封,http://www.baiji.com.cn/goods-9388.html,
290083,10896,,妇肤康喷雾剂,妇肤康喷雾剂,喷雾剂,100ml,国药准字Z20026246,妇儿科,妇儿科用药－阴道疾病用药,96,96,贵州良济药业有限公司,RX处方登记,爵床、千里光,生态疗法，主治各种阴道炎：滴虫性阴道炎、外阴阴道假丝酵母菌病（俗称霉菌性阴道炎）、细菌性阴道病、老年性阴道炎、妊娠期阴道炎、婴幼儿外阴阴道炎、非特异性外阴炎、手术前阴道冲洗清洁,,,,常温,http://www.baiji.com.cn/goods-10896.html,
251304,9431,,妇血康颗粒(无糖),妇血康颗粒,颗粒剂,3g*12袋,国药准字Z20026089,妇儿科,妇儿科用药-产前后疾病用药,35.8,35.8,广西桂西制药有限公司,RX处方登记,滇桂艾纳香1000g 蔗糖800g 可溶性淀粉150g 制成 1000g,活血化瘀，止血调经。用于瘀血阻滞，月经过多，经期过长，产后恶露不绝等症。,,,,密封,http://www.baiji.com.cn/goods-9431.html,
120875,5863,,妙纳,盐酸乙哌立松片,片剂,50mg*20片,国药准字H20041061,神经和肌肉系统,神经和肌肉系统-治疗神经肌肉疾病用药,35.1,35.1,卫材（中国）药业有限公司,RX处方登记,盐酸乙哌立松,用于改善下列疾病的肌紧张状态：劲背肩臂的综合症，肩周炎，腰痛症；,通常成人一次1片（盐酸乙哌立松50mg），一日3次，饭后口服。可视年龄、症状酌情增减。,,偶有休克现象，肝、肾功能、红细胞计数、血红蛋白值异常，当出现上述情况时，应停止用药。亦可见皮疹、瘙痒，失眠、头痛、身体僵硬、四肢麻木、颤抖，恶心、呕吐、食欲不振、胃部不适、口渴、便秘或腹泻、腹痛、腹部膨胀感、偶见口腔炎，尿闭、尿失禁、残余尿感，四肢无力、站立不稳、怠倦、头晕、肌张力减退、颜面发热、出汗等症状。  ,"密闭,避光保存",http://www.baiji.com.cn/goods-5863.html,http://imgcdn.baiji.com.cn/images/201403/thumb_img/5863_thumb_G_1395131759219.jpg
113298,6948,,妥塞敏,氨甲环酸注射液,注射剂,10ml:1.0g*10支,注册证号H20100510,肝病,肝病-抗肝纤维化药物,232,232,"DAIICHI SANKYO CO., LTD.",凭原处方销售,氨甲环酸,用于全身纤溶亢进所致的出血，如白血病、再生不良性贫血、紫癜等，以及手术中和手术后的异常出血。 ,一般成人每日为 1000～2000mg分1～2次静脉注射或静脉点滴，根据年龄和症状可适当增减剂量。 ,1.以下患者应慎重给药   1)有血栓的患者 (脑血栓、心肌梗塞、血栓静脉炎等)以及可   能引起血栓症的患者。   [有使血栓稳定化的倾向]   2)有消耗性凝血障碍的患者。(与肝素等并用)     [有使血栓稳定化的倾向]   3)对本剂有既往过敏史的患者。   2. 正确用药的注意：   1)应缓慢静脉注射，静脉注射时间为2-5分钟，或根据临床上的需要缓慢至5-10分钟 (注射速度过快时、偶会产生恶心、胸内不适、心悸、血压下降等症状)。   2)启封时，为了防止异物的混入，应用酒精棉消毒后再开启。 ,在一项2972例的报告中，主要的不良反应为：恶心0.07％(2例)、呕吐0.17％(5例)、食欲不振0.03％(1例)、腹泻0.07％(2例)、   胃灼热0.03％(1例)等。   1)严重的不良反应（频率不详注））   体克   由于可能引起休克，应密切观察，如情况异常时停止给药并进行适当处置   2)其它不良反应   由于可能出现下述不良反应，情况异常时停止给药并适当处置。   种类                     不良反应发生的频率                          低于0.1～1%      低于0.1%             不详注）   过敏症                                      瘙痒、皮疹等   消化系统        恶心、呕吐     食欲不振、腹泻    眼                                                                            一过性色觉异常 （静脉内注射时）   其他                                         倦意感、头痛   注) 由于是自发性报告并且是发生在日本以外的国家，所以频率不详。 ,常温,http://www.baiji.com.cn/goods-6948.html,http://imgcdn.baiji.com.cn/images/201204/thumb_img/6948_thumb_G_1335431813185.jpg
121227,7097,,妥塞敏,氨甲环酸片,片剂,0.5g*100片,注册证号H20100674,肝病,肝病-抗肝纤维化药物,230,233,"DAIICHI SANKYO CO., LTD.",RX处方登记,氨甲环酸,用于急性或慢性、局限性或全身性原发性纤维蛋白溶解亢进所致的各种出血。,口服：一次1～1.5g，一日2～6g。为防止手术前后出血，可参考上述剂量，为治疗原发性纤维蛋白溶解所致出血，剂量可酌情加大。,（1）应用本品患者要监护血栓形成并发症的可能性。对于有血栓形成倾向者（如急性心肌梗死）宜慎用。  （2）本品一般不单独用于弥散性血管内凝血所致的继发性纤溶性出血，以防进一步血栓形成，影响脏器功能，特别是急性肾功能衰竭。如有必要，应在肝素化的基础上才应用本品。  （3）如与其他凝血因子如因子IX等合用，应警惕血栓形成，一般认为在凝血因子使用后8小时再用本品较为妥善。  （4）由于本品可导致继发肾盂和输尿管凝血块阻塞，血友病或肾盂实质病变发生大量血尿时要慎用。  （5）宫内死胎所致低纤维蛋白原血症出血，肝素治疗较本品为安全。  （6）慢性肾功能不全时用量酌减，给药后尿液浓度常较高：治疗前列腺手术出血时，用量也应减少。,本品副作用较氨基己酸为少。偶有药物过量所致颅内血栓形成和出血。副作用尚有腹泻、恶心及呕吐；较少见的有经期不适（经期血液凝固所致）。必须持续应用本品较久者，应作眼科检查监护（例如视力测验、视觉、视野和眼底）。,"密闭,避光保存",http://www.baiji.com.cn/goods-7097.html,http://imgcdn.baiji.com.cn/images/201401/thumb_img/7097_thumb_G_1389768681893.jpg
122043,7150,,妥抒,来氟米特片,片剂,10mg*10片,国药准字H20050175,风湿免疫科,过敏/免疫系统用药-抗风湿类药,54,55,福建汇天生物药业有限公司,RX处方登记,来氟米特,用于成人类风湿关节炎，有改善病情作用。,由于来氟米特半衰期较长，建议间隔24小时给药。为了快速达到稳态血药浓度，参照国外临床试验资料并结合Ⅰ期临床试验结果，建议开始治疗的最初三天给予负荷剂量一日50mg(5片)，之后给予维持剂量一日20mg(2片)。在使用本药治疗期间可继续使用非甾体抗炎药或低剂量皮质类固醇激素。,1．临床试验发现来氟米特可引起一过性的ALT升高和白细胞下降，服药初始阶段应定期检查ALT和白细胞。检查间隔视病人情况而定。  2．严重肝脏损害和明确的乙肝或丙肝血清学指标阳性的患者慎用。用药前及用药后每月检查ALT，检测时间间隔视病人具体情况而定。如果用药期间出现ALT升高，调整剂量或中断治疗的原则：①如果ALT升高在正常值的2倍(＜80U／L＝以内，继续观察。②如果ALT升高在正常值的2～3倍之间(80～120U／L)，减半量服用，继续观察，若ALT继续升高或仍然维持80～120U／L之间，应中断治疗。③如果ALT升高超过正常值的3倍(＞120U／L)，应停药观察。停药后若ALT恢复正常可继续用药，同时加强护肝治疗及随访，多数病人ALT不会再次升高。  3．免疫缺陷、未控制的感染、活动性胃肠道疾病、肾功能不全、骨髓发育不良(bonemarrowdysplasia)的患者慎用。  4．如果服药期间出现白细胞下降，调整剂量或中断治疗的原则如下。（1）若白细胞不低于3.0×109／L，继续服药观察。（2）若白细胞在2.0×109／L～3.0×109／L之间，减半量服药观察。继续用药期间，多数病人可以恢复正常。若复查白细胞仍低于3.0×109／L，中断服药。（3）若白细胞低于2.0×109/L，中断服药。建议粒细胞计数不低于1.5×109/L。  5．准备生育的男性应考虑中断服药，同时服用考来烯胺（消胆胺）。  6．在本品治疗期间接种免疫活疫苗的效果和安全性没有临床资料，因此服药期间不应使用免疫活疫苗。,主要有腹泻、瘙痒、可逆性肝脏酶(ALT和AST)升高、脱发、皮疹等。在国外临床试验中，来氟米特治疗1339例类风湿关节炎病人中，发生率≥3％的不良事件包括：乏力、腹痛、背痛、高血压、厌食、腹泻、消化不良、胃肠炎、肝脏酶升高、恶心、口腔溃疡、呕吐、体重减轻、关节功能障碍、腱鞘炎、头晕、头痛、支气管炎、咳嗽、呼吸道感染、咽炎、脱发、搔痒、皮疹、泌尿系统感染等。以上不良事件均在安慰剂对照或阳性对照柳氮磺胺吡啶治疗组及MTX治疗组中发现，其中来氟米特治疗组以腹泻、肝脏酶升高、脱发、皮疹较为明显，在应用过程中应加以注意。,密封，置阴凉处,http://www.baiji.com.cn/goods-7150.html,http://imgcdn.baiji.com.cn/images/201403/thumb_img/7150_thumb_G_1395299554302.jpg
122264,11950,,妥抒,来氟米特片,片剂,10mg*30片,国药准字H20050175,风湿免疫科,过敏/免疫系统用药-抗风湿类药,154,154,福建汇天生物药业有限公司,RX处方登记,来氟米特,"用于成人类风湿关节炎,有改善病情作用","由于来氟米特半衰期较长,建议间隔24小时给药.为了快速达到稳态血药浓度,参照国外临床试验资料并结合Ⅰ期临床试验结果,建议开始治疗的最初三天给予负荷剂量一日50mg(5片),之后给予维持剂量一日20mg(2片).在使用本药治疗期间可继续使用非甾体抗炎药或低剂量皮质类固醇激素。","1．临床试验发现来氟米特可引起一过性的ALT升高和白细胞下降,服药初始阶段应定期检查ALT和白细胞.检查间隔视病人情况而定  2．严重肝脏损害和明确的乙肝或丙肝血清学指标阳性的患者慎用.用药前及用药后每月检查ALT,检测时间间隔视病人具体情况而定  如果用药期间出现ALT升高,调整剂量或中断治疗的原则:  ①如果ALT升高在正常值的2倍(＜80U／L）以内,继续观察  ②如果ALT升高在正常值的2～3倍之间(80～120U／L),减半量服用,继续观察,若ALT继续升高或仍然维持80～120U／L之间,应中断治疗  ③如果ALT升高超过正常值的3倍(＞120U／L),应停药观察  停药后若ALT恢复正常可继续用药,同时加强护肝治疗及随访,多数病人ALT不会再次升高  3．免疫缺陷、未控制的感染、活动性胃肠道疾病、肾功能不全、骨髓发育不良(bone marrow dysplasia)的患者慎用  4．如果服药期间出现白细胞下降,调整剂量或中断治疗的原则如下.(1)若白细胞不低于3.0×109／L,继续服药观察.(2)若白细胞在2.0×109／L～3.0×109／L之间,减半量服药观察.继续用药期间,多数病人可以恢复正常.若复查白细胞仍低于3.0×109／L,中断服药.(3)若白细胞低于2.0×109/L,中断服药  建议粒细胞计数不低于1.5×109/L  5．准备生育的男性应考虑中断服药,同时服用考来烯胺(消胆胺)  6．在本品治疗期间接种免疫活疫苗的效果和安全性没有临床资料,因此服药期间不应使用免疫活疫苗","主要有腹泻、瘙痒、可逆性肝脏酶(ALT和AST)升高、脱发、皮疹等  在国外临床试验中,来氟米特治疗1339例类风湿关节炎病人中,发生率≥ 3％的不良事件包括:乏力、腹痛、背痛、高血压、厌食、腹泻、消化不良、胃肠炎、肝脏酶升高、恶心、口腔溃疡、呕吐、体重减轻、关节功能障碍、腱鞘炎、头晕、头痛、支气管炎、咳嗽、呼吸道感染、咽炎、脱发、瘙痒、皮疹、泌尿系统感染等。  以上不良事件均在安慰剂对照或阳性对照柳氮磺胺吡啶治疗组及MTX治疗组中发现,其中来氟米特治疗组以腹泻、肝脏酶升高、脱发、皮疹较为明显,在应用过程中应加以注意。",密封，置阴凉处,http://www.baiji.com.cn/goods-11950.html,
